"DateTime","4RH","1RV","2RV","3RH","Series 5","Series 6","Series 7"
"2025-12-19 02:46:00",0.478,1.84133,3.589,0.32803,,,
"2025-12-19 03:46:00",0.53887,1.94545,4.29139,0.33672,,,
"2025-12-19 04:46:00",0.4193,2.67952,5.16116,0.34994,,,
"2025-12-19 05:46:00",0.4081,1.88409,3.28382,0.3402,,,
"2025-12-19 06:46:00",0.4314,2.60124,4.18522,0.35951,,,
"2025-12-19 07:46:00",0.42185,2.0217,3.56272,0.36238,,,
"2025-12-19 08:46:00",0.41594,1.65666,3.12983,0.3563,,,
"2025-12-19 09:46:00",0.41273,2.04091,3.73421,0.35228,,,
"2025-12-19 10:46:00",0.39148,2.1074,3.80209,0.30673,,,
"2025-12-19 11:46:00",0.38016,1.78799,3.46536,0.30099,,,
"2025-12-19 12:46:00",0.39357,1.93231,4.5102,0.27013,,,
"2025-12-19 13:46:00",0.30092,2.36074,4.65797,0.27004,,,
"2025-12-19 14:46:00",0.36046,1.94797,3.25024,0.29543,,,
"2025-12-19 15:46:00",0.27541,1.81248,3.68812,0.34341,,,
"2025-12-19 16:46:00",0.27875,1.96227,3.77085,0.31014,,,
"2025-12-19 17:46:00",0.55036,1.91651,3.71616,0.32663,,,
"2025-12-19 18:46:00",0.52241,2.02525,4.19632,0.31107,,,
"2025-12-19 19:46:00",0.47503,2.20421,4.16526,0.30393,,,
"2025-12-19 20:46:00",0.47961,2.27514,4.04851,0.31084,,,
"2025-12-19 21:46:00",0.41761,2.03386,3.95206,0.29185,,,
"2025-12-19 22:46:00",0.50729,2.02378,3.75108,0.30538,,,
"2025-12-19 23:46:00",0.44929,2.00541,3.56277,0.29415,,,
"2025-12-20 00:46:00",0.45719,2.40609,3.36376,0.32687,,,
"2025-12-20 01:46:00",0.47432,2.09375,3.86918,0.33867,,,
"2025-12-20 02:46:00",0.49646,2.24685,3.69522,0.33009,,,
"2025-12-20 03:46:00",0.49009,2.42741,3.67639,0.34603,,,
"2025-12-20 04:46:00",0.48659,2.30781,3.73334,0.37626,,,
"2025-12-20 05:46:00",0.59136,1.91377,3.45983,0.37576,,,
"2025-12-20 06:46:00",0.4908,2.58133,4.1655,0.32041,,,
"2025-12-20 07:46:00",0.48581,2.01361,3.57833,0.32171,,,
"2025-12-20 08:46:00",0.53895,1.86157,3.62379,0.30035,,,
"2025-12-20 09:46:00",0.47682,2.05774,4.08826,0.28236,,,
"2025-12-20 10:46:00",0.50074,2.00711,3.24521,0.28691,,,
"2025-12-20 11:46:00",0.53372,2.0551,3.06225,0.27966,,,
"2025-12-20 12:46:00",0.5488,2.11393,3.56596,0.27411,,,
"2025-12-20 13:46:00",0.52954,2.04631,4.09157,0.27279,,,
"2025-12-20 14:46:00",0.46865,2.15883,4.1181,0.2675,,,
"2025-12-20 15:46:00",0.56756,2.15162,4.30707,0.2901,,,
"2025-12-20 16:46:00",0.5294,2.33089,4.12642,0.30643,,,
"2025-12-20 17:46:00",0.56846,2.25012,3.89617,0.29232,,,
"2025-12-20 18:46:00",0.56446,2.17472,4.28217,0.29288,,,
"2025-12-20 19:46:00",0.51215,2.03557,3.87994,0.28665,,,
"2025-12-20 20:46:00",0.50009,2.16561,3.7635,0.2725,,,
"2025-12-20 21:46:00",0.50123,1.84234,3.87858,0.27973,,,
"2025-12-20 22:46:00",0.49307,2.31563,3.46507,0.28372,,,
"2025-12-20 23:46:00",0.4878,2.1426,3.58126,0.28671,,,
"2025-12-21 00:46:00",0.48418,1.78522,3.85749,0.29919,,,
"2025-12-21 01:46:00",0.4983,1.78823,3.56279,0.29703,,,
"2025-12-21 02:46:00",0.48349,2.11518,3.6284,0.30623,,,
"2025-12-21 03:46:00",0.47931,1.87167,3.26986,0.2795,,,
"2025-12-21 04:46:00",0.48789,1.83207,3.59609,0.31436,,,
"2025-12-21 05:46:00",0.41751,1.71231,4.01967,0.32135,,,
"2025-12-21 06:46:00",0.41426,1.55082,2.97932,0.32131,,,
"2025-12-21 07:46:00",0.49039,1.99885,4.00732,0.31571,,,
"2025-12-21 08:46:00",0.39893,1.96585,3.92938,0.30111,,,
"2025-12-21 09:46:00",0.40356,1.83861,3.58176,0.25415,,,
"2025-12-21 10:46:00",0.40271,1.68646,3.61032,0.27475,,,
"2025-12-21 11:46:00",0.40074,2.14855,3.86362,0.27691,,,
"2025-12-21 12:46:00",0.44298,2.07466,4.13144,0.31081,,,
"2025-12-21 13:46:00",0.41319,1.86213,3.8324,0.30084,,,
"2025-12-21 14:46:00",0.45268,2.15579,4.16429,0.22796,,,
"2025-12-21 15:46:00",0.43298,1.79888,3.73909,0.30427,,,
"2025-12-21 16:46:00",0.39415,2.34338,3.89424,0.29135,,,
"2025-12-21 17:46:00",0.41002,2.84623,5.10636,0.24291,,,
"2025-12-21 18:46:00",0.41951,2.02449,3.66542,0.24578,,,
"2025-12-21 19:46:00",0.40054,2.10316,3.76957,0.2558,,,
"2025-12-21 20:46:00",0.45961,1.97038,3.66447,0.24767,,,
"2025-12-21 21:46:00",0.42497,1.89815,3.48001,0.2495,,,
"2025-12-21 22:46:00",0.44537,2.03235,3.65565,0.26006,,,
"2025-12-21 23:46:00",0.42472,2.52506,3.74403,0.25913,,,
"2025-12-22 00:46:00",0.45054,2.21054,3.72054,0.26333,,,
"2025-12-22 01:46:00",0.43682,2.0605,3.09212,0.27284,,,
"2025-12-22 02:46:00",0.41347,2.79201,3.93943,0.24527,,,
"2025-12-22 03:46:00",0.44999,2.48604,3.99664,0.24527,,,
"2025-12-22 04:46:00",0.44951,2.25709,3.69299,0.24432,,,
"2025-12-22 05:46:00",0.43799,2.12974,3.72343,0.23452,,,
"2025-12-22 06:46:00",0.42394,2.17567,3.86492,0.23841,,,
