"DateTime","4RH","1RV","2RH","3RH","Series 5","Series 6"
"2026-03-15 02:50:00",1.05805,3.42742,0.95373,0.90753,,
"2026-03-15 03:50:00",0.97019,3.32069,0.96376,0.85237,,
"2026-03-15 04:50:00",1.02269,3.39377,0.88548,0.88175,,
"2026-03-15 05:50:00",1.06876,3.72253,0.97214,0.85809,,
"2026-03-15 06:50:00",0.97434,3.0523,0.9585,0.86949,,
"2026-03-15 07:50:00",0.99453,3.27153,0.88409,0.85539,,
"2026-03-15 08:50:00",1.02438,3.21112,0.89177,0.89781,,
"2026-03-15 09:50:00",1.12605,3.32978,0.92933,0.81941,,
"2026-03-15 10:50:00",1.1156,3.57864,0.88403,0.82973,,
"2026-03-15 11:50:00",1.10353,3.36063,0.85516,0.85356,,
"2026-03-15 12:50:00",1.12577,3.45012,0.85755,0.85715,,
"2026-03-15 13:50:00",1.12503,3.52105,0.92078,0.82868,,
"2026-03-15 14:50:00",1.14153,3.2742,0.90338,0.81762,,
"2026-03-15 15:50:00",1.1855,3.27273,0.91024,0.80825,,
"2026-03-15 16:50:00",1.19341,3.42498,0.96931,0.83279,,
"2026-03-15 17:50:00",1.23091,3.22422,0.90396,0.8896,,
"2026-03-15 18:50:00",1.12712,3.35656,0.94547,0.8493,,
"2026-03-15 19:50:00",1.10132,3.61131,0.9261,0.80297,,
"2026-03-15 20:50:00",1.05301,3.48835,0.97544,0.83759,,
"2026-03-15 21:50:00",1.08685,3.6531,1.00188,0.83315,,
"2026-03-15 22:50:00",1.06686,3.57122,0.92129,0.8599,,
"2026-03-15 23:50:00",1.12015,3.30355,0.96553,0.8339,,
"2026-03-16 00:50:00",1.04261,3.38659,0.93926,0.86524,,
"2026-03-16 01:50:00",0.98183,3.54709,0.95237,0.8757,,
"2026-03-16 02:50:00",1.01364,3.17918,0.92939,0.87968,,
"2026-03-16 03:50:00",0.94315,3.36249,0.95201,0.83789,,
"2026-03-16 04:50:00",0.92832,3.57602,0.9388,0.81831,,
"2026-03-16 05:50:00",0.97183,3.29311,0.96449,0.86537,,
"2026-03-16 06:50:00",0.86691,3.06984,0.88892,0.79616,,
"2026-03-16 07:50:00",0.91437,3.36789,0.94479,0.85324,,
"2026-03-16 08:50:00",0.96781,3.5312,0.96995,0.88075,,
"2026-03-16 09:50:00",0.9582,3.752,0.94104,0.83233,,
"2026-03-16 10:50:00",1.03866,3.23362,0.86942,0.86935,,
"2026-03-16 11:50:00",0.95749,3.5856,0.92408,0.86562,,
"2026-03-16 12:50:00",1.01611,3.21616,0.88247,0.86168,,
"2026-03-16 13:50:00",0.91207,3.30517,0.90249,0.88872,,
"2026-03-16 14:50:00",0.86693,3.28953,0.90503,0.86799,,
"2026-03-16 15:50:00",0.88803,3.34696,0.84442,0.8748,,
"2026-03-16 16:50:00",0.92285,3.51282,0.89797,0.85612,,
"2026-03-16 17:50:00",0.95405,3.56487,0.93003,0.89909,,
"2026-03-16 18:50:00",0.93365,3.42395,0.93254,0.8519,,
"2026-03-16 19:50:00",0.94422,3.11726,0.89573,0.85258,,
"2026-03-16 20:50:00",0.96458,3.44246,0.95827,0.89092,,
"2026-03-16 21:50:00",1.0153,3.55661,0.97871,0.86378,,
"2026-03-16 22:50:00",1.02138,3.88226,0.97741,0.90731,,
"2026-03-16 23:50:00",1.06724,3.47555,0.87919,0.86626,,
"2026-03-17 00:50:00",0.97415,3.55529,0.94501,0.87126,,
"2026-03-17 01:50:00",1.0349,3.41045,0.93968,0.85185,,
"2026-03-17 02:50:00",1.02473,3.14104,0.91017,0.85954,,
"2026-03-17 03:50:00",0.98681,3.01781,0.90139,0.81748,,
"2026-03-17 04:50:00",1.0075,3.63107,0.95316,0.85377,,
"2026-03-17 05:50:00",1.02049,3.58028,0.86081,0.88632,,
"2026-03-17 06:50:00",0.9812,3.31647,0.86378,0.86907,,
"2026-03-17 07:50:00",0.99328,3.81446,0.93328,0.86168,,
"2026-03-17 08:50:00",1.08048,3.14136,0.92122,0.85078,,
"2026-03-17 09:50:00",0.99166,3.06995,1.02556,0.89835,,
"2026-03-17 10:50:00",1.04028,3.19925,0.8812,0.89736,,
"2026-03-17 11:50:00",1.12129,3.02967,0.91651,0.85128,,
"2026-03-17 12:50:00",1.0612,3.51714,0.94079,0.86446,,
"2026-03-17 13:50:00",0.97971,3.47937,0.94283,0.86866,,
"2026-03-17 14:50:00",0.96741,3.67141,0.96448,0.86046,,
"2026-03-17 15:50:00",0.95703,3.32031,0.96484,0.87954,,
"2026-03-17 16:50:00",1.00844,3.1679,0.96873,0.84736,,
"2026-03-17 17:50:00",1.04465,3.26184,0.92223,0.88146,,
