DateTime,2RV-V,3RV-V
2026-06-04 15:34:00,2.29862,0.87074
2026-06-04 16:34:00,1.88369,0.7677
2026-06-04 17:34:00,1.78317,0.6793
2026-06-04 18:34:00,1.94865,0.79199
2026-06-04 19:34:00,0.07828,0.07082
2026-06-04 20:34:00,0.08694,0.07228
2026-06-04 21:34:00,1.27381,0.63066
2026-06-04 22:34:00,1.47401,0.69299
2026-06-04 23:34:00,1.26785,0.64884
2026-06-05 00:34:00,1.42174,0.69932
2026-06-05 01:34:00,1.14343,0.54943
2026-06-05 02:34:00,1.13054,0.55274
2026-06-05 03:34:00,1.1751,0.57092
2026-06-05 04:34:00,1.14513,0.56416
2026-06-05 05:34:00,1.23857,0.60128
2026-06-05 06:34:00,1.25378,0.58669
2026-06-05 07:34:00,1.20834,0.6026
2026-06-05 08:34:00,1.23741,0.60482
2026-06-05 09:34:00,1.15407,0.58012
2026-06-05 10:34:00,1.20938,0.58592
2026-06-05 11:34:00,1.14123,0.59985
2026-06-05 12:34:00,1.3191,0.63704
2026-06-05 13:34:00,1.60232,0.76351
2026-06-05 14:34:00,0.08399,0.06431
2026-06-05 15:34:00,0.08044,0.06744
2026-06-05 16:34:00,0.0942,0.06859
2026-06-05 17:34:00,0.106,0.08038
2026-06-05 18:34:00,0.08945,0.0684
2026-06-05 19:34:00,0.08026,0.06667
2026-06-05 20:34:00,0.09302,0.07131
2026-06-05 21:34:00,0.09317,0.06728
2026-06-05 22:34:00,0.07521,0.06324
2026-06-05 23:34:00,0.08422,0.06831
2026-06-06 00:34:00,0.0915,0.07749
2026-06-06 01:34:00,0.10524,0.07831
2026-06-06 02:34:00,0.09259,0.07244
2026-06-06 03:34:00,0.0914,0.07657
2026-06-06 04:34:00,0.08008,0.06965
2026-06-06 05:34:00,0.09457,0.07434
2026-06-06 06:34:00,0.09141,0.07005
2026-06-06 07:34:00,1.00013,0.5519
2026-06-06 08:34:00,1.181,0.59271
2026-06-06 09:34:00,1.14415,0.56278
2026-06-06 10:34:00,1.27695,0.62514
2026-06-06 11:34:00,1.15582,0.57015
2026-06-06 12:34:00,1.11242,0.53912
2026-06-06 13:34:00,1.17993,0.60079
2026-06-06 14:34:00,1.15162,0.57686
2026-06-06 15:34:00,1.14557,0.54039
2026-06-06 16:34:00,1.14153,0.52581
2026-06-06 17:34:00,1.18214,0.53129
2026-06-06 18:34:00,1.29673,0.65576
2026-06-06 19:34:00,0.09508,0.07072
2026-06-06 20:34:00,0.09598,0.07064
2026-06-06 21:34:00,0.08694,0.07648
2026-06-06 22:34:00,0.08687,0.06805
2026-06-06 23:34:00,0.35369,0.19249
2026-06-07 00:34:00,0.35749,0.19652
2026-06-07 01:34:00,0.34254,0.19242
2026-06-07 02:34:00,0.39877,0.199
2026-06-07 03:34:00,0.4026,0.20458
2026-06-07 04:34:00,0.30304,0.16038
2026-06-07 05:34:00,0.43317,0.21941
2026-06-07 06:34:00,0.46898,0.21056
2026-06-07 07:34:00,0.30982,0.1727
2026-06-07 08:34:00,0.3983,0.20234
2026-06-07 09:34:00,0.55422,0.29583
2026-06-07 10:34:00,0.53113,0.24518
2026-06-07 11:34:00,0.48539,0.21479
2026-06-07 12:34:00,1.21856,0.67598
2026-06-07 13:34:00,1.1823,0.60189
2026-06-07 14:34:00,1.13692,0.58067
2026-06-07 15:34:00,1.16351,0.5791
2026-06-07 16:34:00,1.24333,0.56891
2026-06-07 17:34:00,1.66158,0.77175
2026-06-07 18:34:00,1.21846,0.57295
2026-06-07 19:34:00,1.40535,0.64128
2026-06-07 20:34:00,1.24239,0.59156
2026-06-07 21:34:00,1.19844,0.58204
2026-06-07 22:34:00,1.37438,0.63917
2026-06-07 23:34:00,1.37273,0.60766
2026-06-08 00:34:00,0.42606,0.22675
2026-06-08 01:34:00,0.38835,0.18646
2026-06-08 02:34:00,0.411,0.19057
2026-06-08 03:34:00,0.32628,0.17711
2026-06-08 04:34:00,0.35543,0.19297
2026-06-08 05:34:00,0.45084,0.2089
2026-06-08 06:34:00,0.33226,0.17201
2026-06-08 07:34:00,0.40219,0.18758
2026-06-08 08:34:00,0.36311,0.17995
2026-06-08 09:34:00,0.57053,0.26451
2026-06-08 10:34:00,0.3608,0.172
2026-06-08 11:34:00,0.33751,0.17661
2026-06-08 12:34:00,0.41839,0.19418
2026-06-08 13:34:00,0.35932,0.17951
2026-06-08 14:34:00,0.43763,0.20856
2026-06-08 15:34:00,0.42624,0.19804
2026-06-08 16:34:00,1.27596,0.65948
2026-06-08 17:34:00,1.12942,0.5527
2026-06-08 18:34:00,1.14184,0.55827
2026-06-08 19:34:00,1.17924,0.58101
2026-06-08 20:34:00,1.24481,0.616
2026-06-08 21:34:00,1.09709,0.56241
2026-06-08 22:34:00,1.15498,0.58034
2026-06-08 23:34:00,1.25201,0.62315
2026-06-09 00:34:00,1.14556,0.60534
2026-06-09 01:34:00,1.18563,0.60308
2026-06-09 02:34:00,1.16241,0.57632
2026-06-09 03:34:00,1.52584,0.76797
2026-06-09 04:34:00,1.2748,0.64388
2026-06-09 05:34:00,1.35592,0.67745
2026-06-09 06:34:00,1.41797,0.68463
2026-06-09 07:34:00,1.20699,0.62075
2026-06-09 08:34:00,1.32312,0.69263
2026-06-09 09:34:00,1.25788,0.66618
2026-06-09 10:34:00,1.28753,0.60121
2026-06-09 11:34:00,1.16858,0.58911
2026-06-09 12:34:00,1.29058,0.63229
2026-06-09 13:34:00,1.11346,0.58703
2026-06-09 14:34:00,1.25913,0.64127
2026-06-09 15:34:00,1.21871,0.60922
2026-06-09 16:34:00,1.16438,0.59864
2026-06-09 17:34:00,1.22582,0.62951
2026-06-09 18:34:00,1.21392,0.58779
2026-06-09 19:34:00,1.16584,0.61108
2026-06-09 20:34:00,1.20362,0.62498
2026-06-09 21:34:00,1.23359,0.63835
2026-06-09 22:34:00,1.20051,0.62613
2026-06-09 23:34:00,1.21435,0.62691
2026-06-10 00:34:00,1.22367,0.62199
2026-06-10 01:34:00,1.28368,0.63555
2026-06-10 02:34:00,1.32472,0.63709
2026-06-10 03:34:00,1.32644,0.66932
2026-06-10 04:34:00,1.16696,0.6003
2026-06-10 05:34:00,1.2929,0.63082
2026-06-10 06:34:00,1.26156,0.64594
2026-06-10 07:34:00,1.13609,0.60226
2026-06-10 08:34:00,1.36501,0.70953
