DateTime,10RH-O,10RV-O,11RH-O,11RV-O,1RV-O,2RH-O,3RV-O,9RV-O
2026-05-09 15:19:00,0.10052,0.10528,0.0513,0.07514,,,0.78693,0.30018
2026-05-09 16:19:00,0.10246,0.09564,0.05157,0.07402,,,0.77745,0.31412
2026-05-09 17:19:00,0.10787,0.09474,0.05067,0.08199,,,0.76203,0.30413
2026-05-09 18:19:00,0.10851,0.09462,0.04965,0.07492,,,0.77745,0.29125
2026-05-09 19:19:00,0.11043,0.09621,0.05152,0.0757,,,0.77504,0.29332
2026-05-09 20:19:00,0.11302,0.10882,0.05,0.08034,,,0.76967,0.28916
2026-05-09 21:19:00,0.10851,0.09235,0.04223,0.07449,,,0.75726,0.29171
2026-05-09 22:19:00,0.09492,0.08564,0.04583,0.07189,,,0.77499,0.31461
2026-05-09 23:19:00,0.10371,0.08569,0.04929,0.06942,,,0.76513,0.29605
2026-05-10 00:19:00,0.09363,0.10544,0.0558,0.0668,,,0.74601,0.29765
2026-05-10 01:19:00,0.09728,0.09905,0.04455,0.06656,,,0.77785,0.29511
2026-05-10 02:19:00,0.09436,0.08062,0.03917,0.06331,,,0.75907,0.29102
2026-05-10 03:19:00,0.10474,0.08538,0.04324,0.07223,,,0.74536,0.30022
2026-05-10 04:19:00,0.10457,0.09549,0.05031,0.07049,,,0.74661,0.30792
2026-05-10 05:19:00,0.09089,0.09597,0.0437,0.06371,,,0.76976,0.31274
2026-05-10 06:19:00,0.0975,0.0784,0.04095,0.0628,,,0.75805,0.30739
2026-05-10 07:19:00,0.09588,0.08158,0.03641,0.06559,,,0.74833,0.28636
2026-05-10 08:19:00,0.09009,0.08645,0.04259,0.06121,,,0.75994,0.30184
2026-05-10 09:19:00,0.09294,0.09487,0.05331,0.06458,,,0.74171,0.3064
2026-05-10 10:19:00,0.10809,0.11121,0.05833,0.07275,,,0.75939,0.29976
2026-05-10 11:19:00,0.09521,0.09322,0.04805,0.06553,,,0.7696,0.31264
2026-05-10 12:19:00,0.1035,0.07908,0.04694,0.06885,,,0.72321,0.29006
2026-05-10 13:19:00,0.10895,0.08261,0.04414,0.07429,,,0.70186,0.26979
2026-05-10 14:19:00,0.095,0.07852,0.04244,0.06098,,,0.72863,0.27174
2026-05-10 15:19:00,0.10688,0.09145,0.04561,0.07192,,,0.76017,0.30552
2026-05-10 16:19:00,0.09851,0.10629,0.05395,0.06444,,,0.75645,0.32153
2026-05-10 17:19:00,0.10515,0.0905,0.04387,0.07421,,,0.76011,0.30553
2026-05-10 18:19:00,0.09111,0.08282,0.04401,0.06186,,,0.75108,0.29852
2026-05-10 19:19:00,0.09707,0.09194,0.04401,0.07114,,,0.75223,0.29604
2026-05-10 20:19:00,0.08799,0.09739,0.04768,0.06494,,,0.76526,0.31258
2026-05-10 21:19:00,0.10738,0.09803,0.05093,0.07388,,,0.7774,0.29977
2026-05-10 22:19:00,0.10363,0.10417,0.05225,0.0713,,,0.77005,0.31192
2026-05-10 23:19:00,0.10363,0.11163,0.04817,0.06987,,,0.77815,0.29708
2026-05-11 00:19:00,0.10671,0.08535,0.04608,0.0703,,,0.73757,0.27967
2026-05-11 01:19:00,0.09022,0.07596,0.03999,0.06573,,,0.7434,0.28605
2026-05-11 02:19:00,0.10565,0.0892,0.04388,0.07374,,,0.74707,0.28793
2026-05-11 03:19:00,0.10711,0.09839,0.05037,0.07732,,,0.76749,0.29248
2026-05-11 04:19:00,0.08995,0.09765,0.04466,0.06217,,,0.7868,0.30667
2026-05-11 05:19:00,0.10187,0.09904,0.04593,0.07173,,,0.76979,0.30456
2026-05-11 06:19:00,0.10405,0.09441,0.05308,0.0724,,,0.7582,0.31431
2026-05-11 07:19:00,0.10861,0.10533,0.06168,0.07691,,,0.74646,0.31074
2026-05-11 08:19:00,0.09727,0.09814,0.05055,0.07014,,,0.79817,0.32172
2026-05-11 09:19:00,0.10734,0.09276,0.05332,0.07459,,,0.77118,0.29786
2026-05-11 10:19:00,0.10672,0.07857,0.04464,0.06936,,,0.69469,0.28037
2026-05-11 11:19:00,0.10787,0.08379,0.04566,0.07189,,,0.71429,0.27696
2026-05-11 12:19:00,0.1068,0.09893,0.05328,0.07349,,,0.76157,0.30482
2026-05-11 13:19:00,0.09829,0.10546,0.05518,0.06576,,,0.76459,0.31588
2026-05-11 14:19:00,0.11976,0.11056,0.06274,0.08039,,,0.78417,0.29651
2026-05-11 15:19:00,0.10804,0.10225,0.0467,0.07233,,,0.76986,0.2966
2026-05-11 16:19:00,0.10079,0.08266,0.04577,0.06986,,,0.72999,0.27154
2026-05-11 17:19:00,0.10951,0.08911,0.05027,0.07733,,,0.75205,0.28922
2026-05-11 18:19:00,0.10833,0.09962,0.05377,0.0745,,,0.76956,0.2978
2026-05-11 19:19:00,0.10086,0.09993,0.04955,0.0733,,,0.77584,0.29185
2026-05-11 20:19:00,0.11253,0.10306,0.05577,0.0772,,,0.78215,0.29206
2026-05-11 21:19:00,0.09663,0.10387,0.05448,0.06888,,,0.75692,0.30113
2026-05-11 22:19:00,0.10513,0.08752,0.04759,0.07379,,,0.76291,0.30101
2026-05-11 23:19:00,0.09694,0.10326,0.04701,0.06968,,,0.75927,0.29781
