"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-10-17 16:20:00",0.73906,,,,,,,
"2025-10-17 17:20:00",0.71955,,,,,,,
"2025-10-17 18:20:00",0.73498,,,,,,,
"2025-10-17 19:20:00",0.66672,,,,,,,
"2025-10-17 20:20:00",0.72245,,,,,,,
"2025-10-17 21:20:00",0.73445,,,,,,,
"2025-10-17 22:20:00",0.70507,,,,,,,
"2025-10-17 23:20:00",0.7396,,,,,,,
"2025-10-18 00:20:00",0.73485,,,,,,,
"2025-10-18 01:20:00",0.7198,,,,,,,
"2025-10-18 02:20:00",0.66106,,,,,,,
"2025-10-18 03:20:00",0.7212,,,,,,,
"2025-10-18 04:20:00",0.72857,,,,,,,
"2025-10-18 05:20:00",0.66511,,,,,,,
"2025-10-18 06:20:00",0.72127,,,,,,,
"2025-10-18 07:20:00",0.71491,,,,,,,
"2025-10-18 08:20:00",0.74011,,,,,,,
"2025-10-18 09:20:00",0.72893,,,,,,,
"2025-10-18 10:21:36",0.72115,,,,,,,
"2025-10-18 11:20:00",0.71061,,,,,,,
"2025-10-18 12:20:00",0.68888,,,,,,,
"2025-10-18 13:20:00",0.72753,,,,,,,
"2025-10-18 14:20:00",0.72626,,,,,,,
"2025-10-18 15:20:00",0.68207,,,,,,,
"2025-10-18 16:20:00",0.66621,,,,,,,
"2025-10-18 17:20:00",0.66309,,,,,,,
"2025-10-18 18:20:00",0.71704,,,,,,,
"2025-10-18 19:20:00",0.72941,,,,,,,
"2025-10-18 20:20:00",0.70165,,,,,,,
"2025-10-18 21:20:00",0.7178,,,,,,,
"2025-10-18 22:20:00",0.7147,,,,,,,
"2025-10-18 23:20:00",0.73667,,,,,,,
"2025-10-19 00:20:00",0.73351,,,,,,,
"2025-10-19 01:20:00",0.71647,,,,,,,
"2025-10-19 02:20:00",0.69826,,,,,,,
"2025-10-19 03:20:00",0.70736,,,,,,,
"2025-10-19 04:20:00",0.70822,,,,,,,
"2025-10-19 05:20:00",0.69679,,,,,,,
"2025-10-19 06:20:00",0.72575,,,,,,,
"2025-10-19 07:20:00",0.71238,,,,,,,
"2025-10-19 08:20:00",0.72806,,,,,,,
"2025-10-19 09:20:00",0.71755,,,,,,,
"2025-10-19 10:20:00",0.73924,,,,,,,
"2025-10-19 11:20:00",0.65377,,,,,,,
