"DateTime","10RV","8RV","9RV","1RV","2RH","3RV","4RV","7RV"
"2025-11-11 01:56:00",0.04117,0.08523,0.05974,0.73101,0.6772,0.2812,0.22183,0.05851
"2025-11-11 02:56:00",0.03454,0.08772,0.09586,0.73214,0.64526,0.29688,0.22335,0.06414
"2025-11-11 03:56:00",0.04116,0.08705,0.11739,0.57897,0.61301,0.35367,0.23204,0.08007
"2025-11-11 04:56:00",0.03553,0.0815,0.04119,0.62947,0.65162,0.32301,0.22178,0.06902
"2025-11-11 05:56:00",0.03859,0.09235,0.07073,0.76591,0.67674,0.29486,0.26144,0.06453
"2025-11-11 06:56:00",0.02864,0.08974,0.07938,0.79338,0.74466,0.28833,0.25411,0.06594
"2025-11-11 07:56:00",0.04172,0.08555,0.09932,0.65349,0.66007,0.3516,0.23421,0.07715
"2025-11-11 08:56:00",0.03604,0.08206,0.06012,0.69654,0.74927,0.31359,0.21935,0.06468
"2025-11-11 09:56:00",0.02846,0.09113,0.09526,0.72974,0.8324,0.29963,0.26095,0.06686
"2025-11-11 10:56:00",0.03976,0.08908,0.08534,0.64909,0.77501,0.33991,0.22389,0.07315
"2025-11-11 11:56:00",0.03669,0.08226,0.06129,0.66906,0.87679,0.33948,0.2232,0.07149
"2025-11-11 12:56:00",0.00143,0.00284,0.00197,0.00393,0.0037,0.00342,0.0027,0.0029
"2025-11-11 13:56:00",0.03765,0.08801,0.04886,0.64699,0.37653,0.28115,0.26569,0.06893
"2025-11-11 14:56:00",0.04145,0.09413,0.07189,0.85339,0.43193,0.32669,0.25653,0.083
"2025-11-11 15:56:00",0.03767,0.08617,0.05384,0.79131,0.70506,0.32338,0.25633,0.08184
"2025-11-11 16:56:00",0.03718,0.09527,0.04989,0.68275,0.57993,0.35137,0.31256,0.09286
"2025-11-11 17:56:00",0.03369,0.09078,0.05873,0.72991,0.49004,0.28615,0.26143,0.07095
"2025-11-11 18:56:00",0.04427,0.09423,0.08298,0.83326,0.68376,0.34355,0.25471,0.08804
"2025-11-11 19:56:00",0.04135,0.08551,0.05364,0.83048,0.73008,0.29765,0.2493,0.06877
"2025-11-11 20:56:00",0.03296,0.09077,0.07438,0.86159,0.79066,0.29331,0.26369,0.07015
"2025-11-11 21:56:00",0.03869,0.09225,0.07428,0.78671,0.64761,0.30612,0.25279,0.07517
"2025-11-11 22:56:00",0.0386,0.08555,0.05793,0.80304,0.70154,0.35237,0.24989,0.08531
"2025-11-11 23:56:00",0.03705,0.08902,0.06052,0.77385,0.74119,0.30435,0.27948,0.07182
"2025-11-12 00:56:00",0.03053,0.09299,0.09296,0.70075,0.93028,0.35191,0.29232,0.08951
"2025-11-12 01:56:00",0.04583,0.08763,0.08143,0.86734,0.76223,0.32895,0.23577,0.0822
"2025-11-12 02:56:00",0.03202,0.08995,0.06673,0.76519,0.78717,0.2889,0.2594,0.06783
"2025-11-12 03:56:00",0.04182,0.08765,0.08721,0.71573,0.9733,0.342,0.2423,0.0862
"2025-11-12 04:56:00",0.03839,0.08442,0.04561,0.63932,0.83035,0.28519,0.26071,0.06489
"2025-11-12 05:56:00",0.04305,0.09218,0.08537,0.70843,0.91898,0.34178,0.24443,0.08386
"2025-11-12 06:56:00",0.04017,0.08414,0.05234,0.74783,0.99342,0.29898,0.23966,0.06847
"2025-11-12 07:56:00",0.04043,0.09044,0.08262,0.64336,1.01369,0.33895,0.24512,0.08217
"2025-11-12 08:56:00",0.03624,0.0842,0.04654,0.77211,0.91998,0.33936,0.25017,0.08273
"2025-11-12 09:56:00",0.03386,0.09136,0.06557,0.74557,1.02299,0.34206,0.30033,0.08708
"2025-11-12 10:56:00",0.03696,0.09391,0.08813,0.67872,0.93193,0.28982,0.25483,0.07303
"2025-11-12 11:56:00",0.03776,0.08539,0.04912,0.83968,0.90285,0.33373,0.24542,0.08017
"2025-11-12 12:56:00",0.0337,0.0957,0.07866,0.60199,0.8271,0.3112,0.28336,0.07795
"2025-11-12 13:56:00",0.04343,0.09725,0.08324,0.7002,0.87608,0.32932,0.2515,0.08875
"2025-11-12 14:56:00",0.04023,0.08999,0.05155,0.73709,0.88632,0.30439,0.25015,0.07697
"2025-11-12 15:56:00",0.04004,0.09447,0.10411,0.89748,0.84413,0.2984,0.25426,0.0771
"2025-11-12 16:56:00",0.03734,0.08534,0.0502,0.73221,0.80154,0.30507,0.25394,0.07609
"2025-11-12 17:56:00",0.04009,0.09074,0.06234,0.80395,0.76973,0.30691,0.28092,0.07258
"2025-11-12 18:56:00",0.04132,0.09538,0.09566,0.85333,0.64084,0.32824,0.2537,0.08328
"2025-11-12 19:56:00",0.03663,0.08714,0.04825,0.79752,0.87595,0.35364,0.25711,0.08543
"2025-11-12 20:56:00",0.03583,0.09022,0.07348,0.75262,0.61127,0.32424,0.28771,0.07727
"2025-11-12 21:56:00",0.03369,0.091,0.08977,0.69576,0.74282,0.29307,0.26527,0.07087
"2025-11-12 22:56:00",0.04259,0.09313,0.10341,0.74395,0.6809,0.34833,0.25575,0.0888
"2025-11-12 23:56:00",0.03648,0.0862,0.04943,0.77765,0.73686,0.29369,0.25012,0.07017
"2025-11-13 00:56:00",0.04032,0.09294,0.07495,0.57735,0.585,0.31201,0.28769,0.0757
"2025-11-13 01:56:00",0.03363,0.09366,0.08291,0.63536,0.67492,0.29972,0.27167,0.07411
"2025-11-13 02:56:00",0.04462,0.09238,0.11795,0.68352,1.04605,0.33211,0.25067,0.08534
"2025-11-13 03:56:00",0.04026,0.088,0.05617,0.72013,0.83985,0.29035,0.25781,0.0654
