"DateTime","10RV","8RV","9RV","1RV","2RH","3RV","4RV","7RV"
"2026-04-17 12:56:00",1.56573,1.15086,3.64911,2.20082,1.68011,1.2331,0.99021,0.79579
"2026-04-17 13:56:00",1.52122,1.13875,3.34847,2.0801,1.67372,1.24363,0.97759,0.7876
"2026-04-17 14:56:00",1.14707,1.21528,3.21923,2.3544,1.70294,1.34655,1.05831,0.86956
"2026-04-17 15:56:00",1.31893,1.04035,4.14685,2.76683,2.0663,1.22993,0.92959,0.76576
"2026-04-17 16:56:00",1.59432,1.08455,5.0399,2.3499,1.94393,1.15522,0.90727,0.72405
"2026-04-17 17:56:00",1.46739,1.17571,3.28893,1.96084,1.73935,1.27797,0.99857,0.80438
"2026-04-17 18:56:00",1.42106,1.12154,4.6073,1.79574,1.46311,1.27393,0.98665,0.81516
"2026-04-17 19:56:00",1.53884,1.0999,3.88736,2.06317,1.71375,1.21342,0.91156,0.74845
"2026-04-17 20:56:00",1.01604,1.02954,3.16453,2.64486,2.04719,1.24834,0.91317,0.76843
"2026-04-17 21:56:00",1.08924,1.06688,3.75175,2.56626,1.82199,1.29364,0.95665,0.78619
"2026-04-17 22:56:00",1.34475,1.13275,3.66124,2.33304,1.54743,1.33473,1.01258,0.84609
"2026-04-17 23:56:00",1.64073,1.08653,4.03935,2.42213,1.61265,1.20204,0.92484,0.73765
"2026-04-18 00:56:00",1.11949,1.17912,3.20926,2.24464,1.62335,1.40327,1.06453,0.89927
"2026-04-18 01:56:00",1.4676,1.07734,2.55186,2.68774,1.75686,1.2296,0.92573,0.76902
"2026-04-18 02:56:00",1.44477,0.99233,4.83645,2.64197,2.06918,1.15343,0.83182,0.70449
"2026-04-18 03:56:00",1.54878,1.06927,3.80081,2.35659,1.79456,1.2378,0.9216,0.76814
"2026-04-18 04:56:00",1.46546,1.16613,3.82502,2.11594,1.54461,1.32769,1.01078,0.83644
"2026-04-18 05:56:00",1.41322,1.25195,3.80854,2.17606,1.70004,1.47186,1.10045,0.94577
"2026-04-18 06:56:00",1.50061,1.17952,3.76214,2.10527,1.58136,1.34257,0.99463,0.86499
"2026-04-18 07:56:00",1.20763,1.22975,3.75002,2.21097,1.69448,1.47334,1.09915,0.95664
"2026-04-18 08:56:00",1.5329,1.10076,2.71635,2.32577,1.66978,1.26538,0.93759,0.77816
"2026-04-18 09:56:00",1.5081,1.03997,6.56701,2.29802,1.68285,1.20095,0.90264,0.73586
"2026-04-18 10:56:00",1.28907,1.19999,4.35289,2.12801,1.57157,1.37226,1.04771,0.87744
"2026-04-18 11:56:00",1.40407,1.18086,3.99628,1.8771,1.58907,1.37318,1.04726,0.90378
"2026-04-18 12:56:00",1.58321,1.10374,4.39779,2.24657,1.5928,1.20924,0.94636,0.74636
"2026-04-18 13:56:00",1.18837,1.2393,3.50099,2.0757,1.54024,1.41665,1.09992,0.91805
"2026-04-18 14:56:00",1.50752,1.08502,3.55516,1.7806,1.57854,1.25822,0.94113,0.79188
"2026-04-18 15:56:00",1.27137,1.25446,3.60569,1.79536,1.60734,1.39003,1.08138,0.89661
"2026-04-18 16:56:00",1.67506,1.10175,3.63959,1.76348,1.49206,1.21602,0.93741,0.74307
"2026-04-18 17:56:00",1.12408,1.12862,2.99827,2.36586,1.69261,1.30023,0.98882,0.80322
"2026-04-18 18:56:00",1.40684,1.14548,5.51371,1.97201,1.50711,1.33381,1.00611,0.85158
"2026-04-18 19:56:00",1.60882,1.03941,5.25893,2.0055,1.59748,1.18574,0.86287,0.72276
"2026-04-18 20:56:00",1.36791,1.16129,4.08531,1.80223,1.52199,1.38654,1.01229,0.90323
"2026-04-18 21:56:00",1.57701,1.09382,3.76187,1.75974,1.53829,1.25375,0.92788,0.78975
"2026-04-18 22:56:00",1.4547,1.1629,3.5993,1.69687,1.52022,1.36826,1.01366,0.8841
"2026-04-18 23:56:00",1.39775,1.18231,4.21895,1.8947,1.50146,1.37686,1.01553,0.8862
"2026-04-19 00:56:00",1.27137,1.10848,4.48627,2.32482,1.69756,1.33891,0.9885,0.83573
"2026-04-19 01:56:00",1.63174,1.06881,4.53763,2.01825,1.60873,1.22948,0.91632,0.76017
"2026-04-19 02:56:00",1.40708,1.19926,2.51869,1.82595,1.53313,1.33375,1.01549,0.85219
"2026-04-19 03:56:00",1.5189,1.1558,2.67736,1.7632,1.47352,1.32703,0.99248,0.82743
"2026-04-19 04:56:00",1.44787,1.08208,6.3532,2.0494,1.65113,1.27195,0.92483,0.80887
"2026-04-19 05:56:00",1.07297,1.10775,3.93829,2.3111,1.77713,1.33684,0.98183,0.85787
"2026-04-19 06:56:00",1.33836,1.01725,4.33383,2.64432,1.99011,1.27901,0.90271,0.79222
"2026-04-19 07:56:00",1.33843,1.08725,2.8726,2.60061,1.85534,1.31066,0.94566,0.8198
"2026-04-19 08:56:00",1.5948,1.07316,4.68154,1.98159,1.46419,1.25519,0.9156,0.79404
"2026-04-19 09:56:00",1.52388,1.06969,3.67654,1.75511,1.46778,1.31705,0.92874,0.85581
"2026-04-19 10:56:00",1.24832,1.19155,3.56139,2.0342,1.52848,1.46742,1.07049,1.01406
"2026-04-19 11:56:00",1.4524,1.13935,3.5045,1.95268,1.69584,1.37091,0.98056,0.92292
"2026-04-19 12:56:00",1.62611,1.02655,4.8912,1.68976,1.55025,1.23877,0.87495,0.76532
"2026-04-19 13:56:00",1.19802,1.15125,3.68747,1.75324,1.57683,1.37785,1.02213,0.91439
"2026-04-19 14:56:00",1.71246,1.02549,5.26401,1.61192,1.57395,1.18386,0.86125,0.72377
"2026-04-19 15:56:00",1.45267,1.08367,4.07566,1.91455,1.7151,1.23445,0.91302,0.77966
"2026-04-19 16:56:00",1.1315,1.0897,3.79691,2.04566,1.77984,1.28074,0.9571,0.82607
"2026-04-19 17:56:00",1.07847,0.97878,4.2177,2.56947,2.06538,1.23509,0.90315,0.76948
"2026-04-19 18:56:00",1.27976,1.11539,2.87258,2.36524,1.78362,1.3045,0.98387,0.82712
"2026-04-19 19:56:00",1.59047,1.10105,2.27984,1.63215,1.57287,1.25935,0.91301,0.79435
"2026-04-19 20:56:00",1.71536,1.09315,2.56984,1.53778,1.47104,1.25557,0.92969,0.79045
"2026-04-19 21:56:00",1.21186,1.16285,2.3064,1.80865,1.50333,1.38468,1.03228,0.89598
"2026-04-19 22:56:00",1.65103,1.07818,3.0599,2.02078,1.495,1.25521,0.92125,0.77239
"2026-04-19 23:56:00",1.6179,1.05097,5.11921,2.2099,1.54572,1.2049,0.88519,0.71986
"2026-04-20 00:56:00",1.15893,1.11075,3.63099,2.21401,1.55089,1.35561,0.99513,0.87762
"2026-04-20 01:56:00",1.6929,1.04483,4.95422,2.10572,1.52923,1.22249,0.88593,0.75204
"2026-04-20 02:56:00",1.44942,1.08422,3.60197,2.15934,1.65047,1.24844,0.90959,0.7807
"2026-04-20 03:56:00",1.2119,1.14676,3.93401,2.41531,1.6431,1.33988,1.0032,0.8468
"2026-04-20 04:56:00",1.08919,0.9239,4.0736,2.34285,2.29239,1.49945,0.88329,0.80278
"2026-04-20 05:56:00",1.68115,1.06013,3.60652,1.88617,1.6804,1.26383,0.91954,0.77665
