DateTime,Part-Name,acceleration,temperature,vibration,Part-T,Part-V,Part-O
2026-04-19 18:02:00,10RH,0.10685,0.10685,0.10685,0.10685,0.10685,0.10685
2026-04-19 18:02:00,11RH,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154
2026-04-19 18:02:00,1RV,0.28947,0.28947,0.28947,0.28947,0.28947,0.28947
2026-04-19 18:02:00,2RH,0.24449,0.24449,0.24449,0.24449,0.24449,0.24449
2026-04-19 18:02:00,3RV,0.32053,0.32053,0.32053,0.32053,0.32053,0.32053
2026-04-19 18:02:00,5RV,0.18466,0.18466,0.18466,0.18466,0.18466,0.18466
2026-04-19 18:02:00,7RV,0.24907,0.24907,0.24907,0.24907,0.24907,0.24907
2026-04-19 18:02:00,9RV,0.18225,0.18225,0.18225,0.18225,0.18225,0.18225
2026-04-19 19:02:00,10RH,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905
2026-04-19 19:02:00,11RH,0.40567,0.40567,0.40567,0.40567,0.40567,0.40567
2026-04-19 19:02:00,1RV,0.25498,0.25498,0.25498,0.25498,0.25498,0.25498
2026-04-19 19:02:00,2RH,0.25157,0.25157,0.25157,0.25157,0.25157,0.25157
2026-04-19 19:02:00,3RV,0.31489,0.31489,0.31489,0.31489,0.31489,0.31489
2026-04-19 19:02:00,5RV,0.17509,0.17509,0.17509,0.17509,0.17509,0.17509
2026-04-19 19:02:00,7RV,0.21669,0.21669,0.21669,0.21669,0.21669,0.21669
2026-04-19 19:02:00,9RV,0.15822,0.15822,0.15822,0.15822,0.15822,0.15822
2026-04-19 20:02:00,10RH,0.08969,0.08969,0.08969,0.08969,0.08969,0.08969
2026-04-19 20:02:00,11RH,0.82656,0.82656,0.82656,0.82656,0.82656,0.82656
2026-04-19 20:02:00,1RV,0.26341,0.26341,0.26341,0.26341,0.26341,0.26341
2026-04-19 20:02:00,2RH,0.24862,0.24862,0.24862,0.24862,0.24862,0.24862
2026-04-19 20:02:00,3RV,0.31403,0.31403,0.31403,0.31403,0.31403,0.31403
