DateTime,10RH-V,11RH-V,1RV-V,2RH-V,3RV-V,5RV-V,7RV-V,9RV-V
2026-05-21 04:02:00,3.95106,81.66085,11.98296,8.5154,2.63182,2.69707,3.77017,2.75688
2026-05-21 05:02:00,4.5884,118.349518,12.37257,8.85501,2.47379,2.79087,3.91393,2.78627
2026-05-21 06:02:00,4.48644,106.009171,12.88472,8.87323,2.73487,2.7522,3.82364,2.85304
2026-05-21 07:02:00,3.73946,31.03846,11.65229,8.22102,2.62223,2.676,3.64316,2.60074
2026-05-21 08:02:00,0.25202,124.921143,1.85879,1.70329,0.86493,0.79362,0.7483,0.50765
2026-05-21 09:02:00,5.35223,43.04896,14.20284,9.40903,3.4587,3.13296,4.74873,3.39223
2026-05-21 10:02:00,4.65343,89.05134,13.2675,9.03984,2.85072,2.79659,3.98023,3.099
2026-05-21 11:02:00,4.72971,76.77391,13.4777,9.30651,2.88684,3.00525,4.37196,3.04995
2026-05-21 12:02:00,4.39421,118.651367,14.58524,9.40045,3.44261,3.21597,4.64413,3.19594
2026-05-21 13:02:00,4.97003,67.47526,16.04826,10.19316,3.74021,3.11906,4.70565,3.19057
2026-05-21 14:02:00,5.91217,59.00948,15.98592,10.56803,3.51404,3.39838,4.97846,3.25568
2026-05-21 15:02:00,5.8427,44.1202,14.26547,10.3951,2.88662,3.22869,4.50025,3.32587
2026-05-21 16:02:00,4.80104,103.401222,14.01846,9.57322,2.85818,2.8407,4.04261,3.16502
2026-05-21 17:02:00,5.00779,15.41235,14.23349,9.35817,2.98633,2.93611,4.25254,3.06333
2026-05-21 18:02:00,4.90876,213.943466,14.3924,9.32089,3.28565,2.78835,4.23641,3.18017
2026-05-21 19:02:00,5.39422,55.62865,14.75496,10.00063,3.31379,3.06662,4.3112,3.47665
2026-05-21 20:02:00,5.33716,76.29589,13.73285,9.44593,2.84382,2.84496,4.24714,3.28688
2026-05-21 21:02:00,4.43677,206.0851,13.38554,9.48896,2.94683,3.08035,3.96066,2.99092
2026-05-21 22:02:00,2.57279,77.74265,9.28459,6.44012,2.22068,2.3055,3.27465,2.45849
2026-05-21 23:02:00,5.5053,512.087158,14.63503,10.21396,3.06762,3.13266,4.53922,3.22578
2026-05-22 00:02:00,4.74147,181.251419,14.69487,9.52692,3.28876,2.82502,4.15318,3.24109
2026-05-22 01:02:00,4.74375,257.999664,13.10317,9.07271,2.82113,2.9238,4.19536,3.01144
2026-05-22 02:02:00,3.25876,128.614609,11.73484,7.86623,2.98389,3.14861,4.57253,2.92204
2026-05-22 03:02:00,0.30121,113.299217,1.14972,0.78251,0.83519,0.84936,0.84613,0.52591
2026-05-22 04:02:00,0.23329,85.38076,0.86887,0.7442,0.53491,0.48362,0.44231,0.37652
2026-05-22 05:02:00,5.07937,77.31583,13.64698,9.08856,3.22857,2.62418,4.00993,3.22235
2026-05-22 06:02:00,5.90776,600.077,14.37216,10.03475,3.09257,2.91116,4.05996,3.54474
2026-05-22 07:02:00,5.32589,12.40766,13.8488,10.05516,2.82738,2.9471,4.10876,3.1622
2026-05-22 08:02:00,4.76957,44.22403,13.2569,9.20009,2.81311,2.7902,3.97292,3.0918
2026-05-22 09:02:00,4.46362,599.4183,12.81311,8.92573,2.71896,2.83595,4.00187,2.9116
2026-05-22 10:02:00,5.10191,164.149353,13.51504,9.38277,2.79925,3.13947,4.37162,2.86377
2026-05-22 11:02:00,4.2607,99.28478,14.17061,9.11202,3.25458,2.80862,4.14985,2.91994
2026-05-22 12:02:00,4.70487,66.86853,12.66546,9.13828,2.59267,2.71417,3.85831,3.05555
2026-05-22 13:02:00,5.72904,154.435013,16.00598,10.74428,3.58227,3.12881,4.54942,3.545
2026-05-22 14:02:00,4.42184,225.158646,12.88937,9.14467,2.7245,2.62616,3.6174,3.10255
2026-05-22 15:02:00,4.95683,178.2013,13.08811,9.17304,2.83733,2.68268,3.83833,3.17006
2026-05-22 16:02:00,6.17337,95.17346,14.57096,10.50795,2.94711,3.11188,4.54959,3.69836
2026-05-22 17:02:00,4.53558,38.40158,11.74134,8.40353,2.55689,2.75158,3.80726,2.99586
2026-05-22 18:02:00,4.54497,86.58096,14.05094,9.04545,3.25871,2.74399,4.11813,3.15856
2026-05-22 19:02:00,4.19707,45.7213,12.59068,8.99571,2.73852,2.75887,3.78143,3.02722
2026-05-22 20:02:00,5.16851,44.05344,15.2112,10.79766,3.26996,3.1804,4.36296,3.39736
2026-05-22 21:02:00,5.46044,40.35639,13.31116,9.78846,2.7281,3.14048,4.46857,3.30687
2026-05-22 22:02:00,4.50148,831.5913,14.06931,9.44547,2.96365,2.864,4.13169,3.04234
2026-05-22 23:02:00,4.39062,29.09089,12.62711,8.79137,2.86102,2.92635,4.03365,3.0492
2026-05-23 00:02:00,4.2884,1267.68323,12.05374,8.67546,2.52769,2.87913,4.04245,2.814
2026-05-23 01:02:00,5.02524,192.330154,13.86866,10.18382,2.7654,3.07207,4.26206,2.84168
2026-05-23 02:02:00,5.33465,83.7212,14.1563,10.20924,2.81973,3.07223,4.45197,3.14839
2026-05-23 03:02:00,4.23031,462.149445,12.51243,8.39845,2.85023,2.7767,3.84123,2.96509
2026-05-23 04:02:00,4.24565,71.96314,13.43205,8.96794,3.02958,2.7866,4.04766,3.05226
2026-05-23 05:02:00,5.07748,60.41509,14.44653,9.91474,3.14073,3.13368,4.39893,3.2761
2026-05-23 06:02:00,5.4913,26.94642,15.34131,10.96569,2.99608,3.2407,4.54296,3.17966
2026-05-23 07:02:00,5.52565,37.17234,14.72781,10.17044,3.11789,3.15581,4.58226,3.22238
2026-05-23 08:02:00,4.26113,94.85783,12.84836,8.90724,2.80512,2.60764,3.65258,2.90184
2026-05-23 09:02:00,4.47339,44.38118,13.68104,8.90813,2.90706,2.73336,4.07748,3.01949
2026-05-23 10:02:00,4.35771,64.49168,14.17914,9.68396,2.87755,2.87641,4.00945,2.89493
2026-05-23 11:02:00,5.34282,64.42675,13.61323,9.6794,2.69136,3.0242,4.24041,3.12755
2026-05-23 12:02:00,6.87248,158.275,15.36979,11.91151,2.91816,3.39041,4.74997,3.75092
2026-05-23 13:02:00,6.14842,43.27232,16.1769,11.321,3.14929,3.33353,5.00969,3.45857
2026-05-23 14:02:00,5.15438,301.970276,14.94248,10.33343,2.9569,2.96116,4.26135,3.1345
2026-05-23 15:02:00,4.63115,29.60205,14.12104,9.3147,3.19079,2.68323,3.86295,3.10352
2026-05-23 16:02:00,4.46453,32.69874,11.74719,8.51326,2.64466,2.65649,3.72222,2.99172
2026-05-23 17:02:00,5.42353,658.0353,12.46913,9.58967,2.62887,3.06259,4.13091,3.07536
2026-05-23 18:02:00,4.38085,67.96953,11.65165,8.49614,2.44421,2.66571,3.68759,2.87623
2026-05-23 19:02:00,3.86048,195.78688,13.2278,8.60631,3.1715,2.70257,3.83742,3.0256
2026-05-23 20:02:00,3.57931,76.47401,11.26525,8.02437,2.54431,2.64785,3.63366,2.73622
2026-05-23 21:02:00,4.60784,159.030792,12.58459,8.87866,2.70033,2.66738,3.92415,3.00594
2026-05-23 22:02:00,5.07447,117.385918,13.2949,9.71814,2.55161,2.92175,4.21458,3.29737
2026-05-23 23:02:00,4.52463,266.9347,13.01932,9.06924,2.85466,2.90418,4.15236,2.93909
2026-05-24 00:02:00,4.86205,43.37038,12.61717,9.21274,2.52057,2.85902,4.05572,3.08389
2026-05-24 01:02:00,4.77647,34.62625,14.1562,9.74959,2.93168,3.05599,4.33925,3.09508
2026-05-24 02:02:00,5.78534,81.33459,15.30627,10.84729,3.00505,3.0491,4.41519,3.40216
2026-05-24 03:02:00,5.47404,176.727325,15.35675,10.60386,3.15318,2.9768,4.26151,3.40715
2026-05-24 04:02:00,4.73768,52.88895,13.60479,9.28968,2.92282,2.69906,3.84854,3.10711
2026-05-24 05:02:00,5.11557,102.492363,14.58492,9.89585,3.1313,2.87976,4.21312,3.3669
2026-05-24 06:02:00,5.18636,67.0844,14.20837,10.14482,2.88861,3.05694,4.22684,3.45912
2026-05-24 07:02:00,5.03457,104.468552,14.6264,9.98123,3.17388,3.04197,4.23768,3.41702
2026-05-24 08:02:00,5.27632,1200.37085,14.99557,10.20636,3.17729,2.95313,4.2698,3.45839
2026-05-24 09:02:00,5.58592,44.35569,15.69309,10.87089,3.32026,2.94626,4.39849,3.57679
2026-05-24 10:02:00,5.64505,93.88951,14.80806,10.39494,2.86348,2.85766,4.30293,3.53727
2026-05-24 11:02:00,6.58605,86.98552,14.26163,10.98265,2.80049,3.43767,4.79255,3.67982
2026-05-24 12:02:00,5.76971,59.70977,14.44831,10.72881,2.66342,3.10626,4.52159,3.28105
2026-05-24 13:02:00,5.53598,1951.65308,15.74096,10.3046,3.37937,3.26321,4.85422,3.32618
2026-05-24 14:02:00,4.83725,1797.16455,14.56308,9.49241,3.25005,2.84979,4.21154,3.26026
2026-05-24 15:02:00,4.89281,72.05067,14.18682,9.34377,3.24633,2.77052,4.19441,3.28729
2026-05-24 16:02:00,3.17419,43.13987,11.93837,7.33787,3.02031,2.62523,3.63545,2.92947
2026-05-24 17:02:00,6.14243,71.68976,13.55756,10.28225,2.91171,3.18892,4.55225,3.12494
2026-05-24 18:02:00,5.3597,82.39208,12.43187,9.11908,2.39441,2.54947,3.54027,3.47286
2026-05-24 19:02:00,5.57917,47.02535,15.23939,10.22394,3.32636,2.86066,4.19712,3.41089
2026-05-24 20:02:00,5.67347,13.13987,14.13967,9.84917,2.89915,2.77846,4.07558,3.55214
2026-05-24 21:02:00,4.59203,34.38298,12.84614,8.98061,2.80075,2.76022,3.95147,3.09089
2026-05-24 22:02:00,4.73458,67.62565,14.476,9.42188,3.20853,2.73365,4.23882,3.16659
2026-05-24 23:02:00,4.94695,43.96464,14.20024,9.80301,2.79673,2.97215,4.2802,3.07088
2026-05-25 00:02:00,4.77853,37.40355,13.81024,9.27013,2.79117,2.67102,3.9314,3.16988
2026-05-25 01:02:00,5.38274,101.493813,13.94789,9.77417,2.63536,2.99736,4.36026,3.28182
2026-05-25 02:02:00,4.84492,52.29603,13.99456,9.13379,2.95866,2.87406,4.33821,2.99319
2026-05-25 03:02:00,5.33882,37.52914,13.80602,9.9775,2.58934,2.89617,4.24094,3.20553
2026-05-25 04:02:00,4.98564,49.00921,13.25635,9.19007,2.64772,2.67513,4.03586,3.1657
2026-05-25 05:02:00,4.65214,197.760315,13.98837,9.31333,3.07178,2.78612,4.21256,3.12409
2026-05-25 06:02:00,5.02881,47.24016,13.94585,10.14607,2.80977,2.83652,3.92923,3.1782
2026-05-25 07:02:00,5.54205,61.21489,15.12305,10.61331,2.84157,2.98454,4.40749,3.40488
2026-05-25 08:02:00,5.6769,59.03127,14.83364,10.42301,3.03582,2.96186,4.29032,3.55607
2026-05-25 09:02:00,4.80793,159.017868,13.60475,9.2825,2.84687,2.66443,3.94522,3.08932
2026-05-25 10:02:00,3.81756,68.51044,14.00031,8.86281,3.28359,2.65774,3.86369,2.85196
2026-05-25 11:02:00,5.30281,125.44268,14.5216,9.70628,3.08126,3.14794,4.59069,3.43797
2026-05-25 12:02:00,0.23734,26.01762,1.2995,0.75679,0.48792,0.42645,0.41167,0.43266
2026-05-25 13:02:00,0.28296,75.49244,0.84845,1.04096,0.31126,0.31029,0.33375,0.33753
2026-05-25 14:02:00,5.17654,76.6805,12.13662,9.26673,2.84663,2.62094,3.90926,3.4102
2026-05-25 15:02:00,6.37918,77.77708,15.48889,10.62586,3.14938,2.90512,4.38419,3.79953
2026-05-25 16:02:00,6.73965,52.97101,17.3029,11.84478,3.5965,3.33771,5.14884,3.86643
2026-05-25 17:02:00,5.32631,55.65869,14.06497,9.77422,2.80762,2.96489,4.35625,3.2864
2026-05-25 18:02:00,5.34125,54.3478,14.09288,10.13008,2.91038,2.88159,4.1674,3.2345
2026-05-25 19:02:00,6.11865,91.11278,15.60614,10.95149,3.15571,2.97097,4.37244,3.6839
2026-05-25 20:02:00,7.144,113.673576,14.93103,11.52547,2.64763,3.13811,4.50558,3.91772
2026-05-25 21:02:00,5.68717,93.8728,13.50285,9.67195,2.73845,3.01361,4.22017,3.47331
2026-05-25 22:02:00,4.66525,56.69819,12.12941,8.88419,2.36563,2.70006,3.76313,3.08534
2026-05-25 23:02:00,5.30665,75.83087,14.41877,9.71237,3.13619,2.95574,4.3029,3.34373
2026-05-26 00:02:00,5.66919,27.31024,14.89051,10.46422,3.06545,3.13238,4.40756,3.52592
2026-05-26 01:02:00,4.65846,101.201668,12.53612,9.12872,2.5769,2.87962,3.97543,3.14345
2026-05-26 02:02:00,4.90654,55.20077,14.60261,9.6168,3.22185,2.98137,4.24527,3.32313
2026-05-26 03:02:00,4.35001,70.0492,14.16962,9.43429,3.129,2.88571,4.19619,2.98411
2026-05-26 04:02:00,4.61179,53.54442,12.4432,9.3924,2.2916,2.65706,3.68479,2.97529
2026-05-26 05:02:00,5.34961,101.687218,14.90822,10.05666,3.15954,3.02062,4.24392,3.46287
2026-05-26 06:02:00,4.74913,15.3081,13.31411,9.32895,2.73312,2.89237,4.17049,3.16975
2026-05-26 07:02:00,5.19163,81.68459,14.63432,10.06279,3.13829,3.18026,4.55548,3.3629
2026-05-26 08:02:00,5.21436,74.69633,13.59905,9.74417,2.83277,3.08634,4.19133,3.10903
2026-05-26 09:02:00,6.00565,96.51666,16.06544,11.13223,3.22693,3.26916,4.70221,3.71128
2026-05-26 10:02:00,6.52223,181.2598,16.96342,12.07568,3.30006,3.29874,4.80789,3.97679
2026-05-26 11:02:00,5.44825,39.20912,16.00839,10.57318,3.27513,3.01752,4.51434,3.38895
2026-05-26 12:02:00,4.67216,64.93835,14.71308,9.74966,3.13856,2.74246,4.0286,3.09721
2026-05-26 13:02:00,4.52185,106.7547,14.62934,9.67709,3.17074,2.69928,3.92553,3.06329
2026-05-26 14:02:00,5.67576,59.92217,13.39883,9.85391,2.5524,2.78837,3.87777,3.47125
2026-05-26 15:02:00,5.38227,96.47796,13.7319,9.80957,2.82276,2.93937,3.97589,3.2851
2026-05-26 16:02:00,5.51431,61.33124,15.31332,10.1767,3.24354,3.23684,4.84831,3.28234
2026-05-26 17:02:00,4.13288,53.11105,13.15121,8.76081,2.86164,2.63695,3.86177,2.78495
2026-05-26 18:02:00,4.73802,73.33017,11.73206,8.5405,2.25174,2.52889,3.56682,3.02498
2026-05-26 19:02:00,6.39936,195.149658,13.73939,10.47045,2.65177,3.13481,4.39055,3.75777
2026-05-26 20:02:00,6.89378,1010.67834,15.12217,11.20762,2.77887,3.14126,4.6202,3.90729
2026-05-26 21:02:00,5.92306,72.37766,13.74514,10.22279,2.53844,3.11632,4.47421,3.45859
2026-05-26 22:02:00,5.86117,127.969917,15.20751,10.78918,3.07699,3.07883,4.3312,3.61769
2026-05-26 23:02:00,4.92532,66.40924,14.34898,9.62188,3.16808,2.93632,4.22799,3.21957
2026-05-27 00:02:00,4.70667,83.13211,14.75902,9.66587,3.26063,2.89388,4.2177,3.23125
2026-05-27 01:02:00,6.33548,62.11899,15.30113,10.84491,3.09791,3.05019,4.42666,3.62849
2026-05-27 02:02:00,5.49853,181.647324,14.8915,10.47769,2.91293,3.03038,4.3813,3.31436
2026-05-27 03:02:00,5.53712,144.598648,14.1107,10.49249,2.65709,2.91225,4.02885,3.53958
2026-05-27 04:02:00,5.7358,78.52582,14.20634,10.18157,2.80917,2.95951,4.36419,3.39839
2026-05-27 05:02:00,4.99013,105.655807,14.49856,9.7158,2.9997,2.8249,4.29667,3.11449
2026-05-27 06:02:00,4.67319,328.262451,13.29662,9.18405,2.7067,2.7774,4.05223,3.07914
2026-05-27 07:02:00,4.954,96.92323,13.19265,8.96946,2.66765,2.74206,4.0792,3.01902
2026-05-27 08:02:00,4.87285,277.479553,13.34581,9.40728,2.57025,2.92615,4.17975,2.92622
2026-05-27 09:02:00,5.77562,55.56598,15.15471,10.31724,3.08399,3.03027,4.45152,3.39289
2026-05-27 10:02:00,5.25596,148.818985,14.01772,9.40009,2.96281,2.94591,4.27671,3.31824
2026-05-27 11:02:00,5.88509,112.995064,13.74076,10.1474,2.52016,3.00147,4.43205,3.36941
2026-05-27 12:02:00,5.03238,44.75412,13.12094,9.41707,2.47184,2.75716,4.15726,3.07991
2026-05-27 13:02:00,4.86742,80.69268,14.47191,9.60247,3.14669,2.85096,4.29019,3.19952
2026-05-27 14:02:00,5.1095,133.721283,12.96248,9.22314,2.64317,2.64724,3.99531,3.25836
2026-05-27 15:02:00,5.17873,91.61392,14.0731,9.13448,3.2751,2.58155,3.98787,3.38709
2026-05-27 16:02:00,5.84122,102.059227,12.28195,9.40015,2.43694,2.66446,3.71231,3.71089
2026-05-27 17:02:00,6.38816,41.63376,14.88062,10.83984,2.85118,3.01172,4.4824,3.83095
2026-05-27 18:02:00,6.1986,112.886871,14.22886,10.86634,2.58433,3.0375,4.26989,3.62579
2026-05-27 19:02:00,4.9761,74.11958,13.2776,9.4897,2.65781,2.71642,3.9422,3.22225
2026-05-27 20:02:00,4.73682,165.055984,12.2468,9.11516,2.58041,2.58618,3.61732,3.18143
2026-05-27 21:02:00,4.59902,52.99562,13.10849,9.38539,2.86726,2.61202,3.71722,3.04184
2026-05-27 22:02:00,5.39474,81.2133,12.8375,9.4774,2.44696,2.71928,3.86573,3.27963
2026-05-27 23:02:00,5.83745,676.8619,13.1666,10.11987,2.33651,2.78408,4.03748,3.48142
2026-05-28 00:02:00,4.14853,64.4799,12.09171,8.53368,2.53447,2.5443,3.52002,2.87315
2026-05-28 01:02:00,4.76952,117.388344,13.07286,9.42636,2.59887,2.7731,3.93428,3.18509
2026-05-28 02:02:00,4.70375,59.41802,12.49958,9.12806,2.52871,2.82795,4.10772,3.09826
2026-05-28 03:02:00,4.76213,110.11097,14.06037,9.51303,3.07727,2.91434,4.30832,3.27182
2026-05-28 04:02:00,4.07285,95.38467,12.01437,9.07427,2.35636,2.53469,3.41416,2.97497
2026-05-28 05:02:00,3.99983,138.477646,13.08482,8.60474,2.90788,2.51212,3.62648,2.82398
2026-05-28 06:02:00,3.79035,66.6588,13.30492,8.75845,3.11222,2.61433,3.84357,2.90903
2026-05-28 07:02:00,4.68673,144.520081,13.51259,9.3156,2.77097,2.76724,4.00134,3.15415
2026-05-28 08:02:00,5.32514,117.340286,13.62607,9.95605,2.59632,2.79846,3.93555,3.4296
2026-05-28 09:02:00,5.30506,90.64186,13.59788,9.96733,2.62509,2.99805,4.20944,3.47419
2026-05-28 10:02:00,5.16837,55.65407,13.60423,9.96426,2.4996,2.84401,3.95102,3.2842
2026-05-28 11:02:00,4.91821,79.43101,13.97924,9.33024,2.96231,2.77201,4.04748,3.16895
2026-05-28 12:02:00,4.58331,88.45521,13.09725,8.95157,2.66184,2.77817,3.9372,2.96162
2026-05-28 13:02:00,6.24752,197.582748,14.90223,10.67428,2.89768,2.9828,4.33778,3.81216
2026-05-28 14:02:00,5.15451,84.19937,14.35787,10.04978,3.03531,2.8202,3.94777,3.34285
2026-05-28 15:02:00,4.61332,105.467529,11.51949,8.82362,3.10405,3.54469,4.98205,3.52695
2026-05-28 16:02:00,0.47547,95.71942,0.77619,0.58411,0.65045,0.57111,0.50904,0.49113
2026-05-28 17:02:00,0.51044,58.9196,0.91884,0.73054,0.65739,0.5789,0.53736,0.55543
2026-05-28 18:02:00,0.38967,86.47943,0.83381,0.73032,0.47656,0.41072,0.37246,0.4057
2026-05-28 19:02:00,0.44548,158.212387,0.78988,0.86958,0.46053,0.39748,0.3698,0.3488
2026-05-28 20:02:00,0.43327,39.57056,0.98502,0.74831,0.60016,0.53385,0.50132,0.46876
2026-05-28 21:02:00,0.44915,53.90381,0.95577,0.88172,0.52839,0.4659,0.44454,0.3377
2026-05-28 22:02:00,4.2863,64.1195,12.05555,8.31206,2.80536,2.62148,3.64949,3.01427
2026-05-28 23:02:00,6.25628,115.99427,13.48153,9.95791,2.69935,3.05875,4.27779,3.81943
2026-05-29 00:02:00,6.23182,63.35668,14.71504,11.35041,2.8781,3.39179,4.70208,3.78124
2026-05-29 01:02:00,5.40666,31.79288,14.03936,9.69644,2.93295,2.71318,4.05114,3.50338
2026-05-29 02:02:00,5.05198,196.740265,13.30069,9.33699,2.81958,2.65856,3.88238,3.27863
2026-05-29 03:02:00,6.08695,41.75018,14.40096,10.17351,3.07388,2.97985,4.30627,3.64021
2026-05-29 04:02:00,5.43869,74.22835,13.77617,9.63453,3.13624,3.46924,4.70546,3.30872
2026-05-29 05:02:00,5.21,236.85231,14.00824,9.23837,3.07777,3.10882,4.47878,3.31842
2026-05-29 06:02:00,4.4764,112.0158,14.15268,9.36123,3.03779,2.8039,4.1589,2.93517
2026-05-29 07:02:00,4.63924,59.07484,12.38023,8.64149,2.52001,2.6169,3.87824,3.00551
2026-05-29 08:02:00,4.64982,66.45932,12.97299,8.94207,2.7769,2.66797,4.09646,3.16424
2026-05-29 09:02:00,4.97499,183.152435,14.06533,9.31386,3.07866,2.72088,4.03329,3.22891
2026-05-29 10:02:00,5.42461,186.900848,15.05214,10.19403,3.172,2.92321,4.27005,3.37161
2026-05-29 11:02:00,4.42935,101.000832,13.84544,8.6959,3.2779,2.65919,3.95979,3.05607
2026-05-29 12:02:00,4.89181,78.37306,14.62212,9.33188,3.34427,2.64878,4.06778,3.18709
2026-05-29 13:02:00,5.35242,87.77037,13.13325,9.19762,2.64577,2.91925,4.11901,3.39894
2026-05-29 14:02:00,4.3904,53.45241,11.69288,8.47131,2.33813,2.57529,3.59771,2.97891
2026-05-29 15:02:00,4.9756,56.55342,13.61981,9.48192,2.79509,2.66342,3.88986,3.2165
2026-05-29 16:02:00,5.16401,173.63559,12.98452,8.97773,2.72407,2.70788,4.02935,3.38041
2026-05-29 17:02:00,4.5833,172.630234,13.29943,8.83983,3.01701,2.71553,3.95304,3.26098
2026-05-29 18:02:00,5.23197,104.199707,14.32653,9.63207,3.02164,2.69803,4.11344,3.37127
2026-05-29 19:02:00,4.64876,42.94582,12.6675,8.99045,2.80396,2.65745,3.76882,3.12522
2026-05-29 20:02:00,2.67298,42.51532,9.49439,6.85309,2.47626,2.79734,3.90124,2.70875
2026-05-29 21:02:00,0.23557,46.19667,0.55306,0.45773,0.23365,0.24832,0.27614,0.19617
2026-05-29 22:02:00,0.30831,65.95062,0.43974,0.35392,0.21623,0.24758,0.28169,0.25613
2026-05-29 23:02:00,0.21443,57.04937,0.47381,0.35553,0.21172,0.24478,0.28921,0.20945
2026-05-30 00:02:00,0.2473,66.72595,0.53827,0.41538,0.21436,0.22675,0.24843,0.21342
2026-05-30 01:02:00,0.25325,14.06903,0.48536,0.42951,0.22059,0.26305,0.30605,0.22183
2026-05-30 02:02:00,0.22851,77.15371,0.5662,0.56903,0.2874,0.33893,0.40453,0.24446
2026-05-30 03:02:00,0.2457,122.624718,0.44136,0.3648,0.21403,0.26952,0.32928,0.23652
2026-05-30 04:02:00,0.26621,29.71858,0.46491,0.40041,0.22297,0.28862,0.34884,0.24952
2026-05-30 05:02:00,0.25036,52.4605,0.45114,0.36602,0.2064,0.25607,0.31351,0.22417
2026-05-30 06:02:00,0.22979,35.62674,0.49417,0.40357,0.26033,0.33259,0.39445,0.26016
2026-05-30 07:02:00,0.21557,45.83002,0.5194,0.45114,0.22998,0.29387,0.35324,0.22143
2026-05-30 08:02:00,0.23002,170.176437,0.42191,0.32556,0.21901,0.28821,0.35036,0.23539
2026-05-30 09:02:00,0.16677,65.39476,0.43483,0.37396,0.20103,0.24524,0.28562,0.18113
2026-05-30 10:02:00,0.2103,229.107376,0.41435,0.33428,0.1921,0.2234,0.25839,0.18788
2026-05-30 11:02:00,0.23741,90.05019,0.48467,0.39585,0.21051,0.23508,0.2668,0.19832
2026-05-30 12:02:00,0.21531,39.56758,0.45057,0.37179,0.21477,0.2559,0.30347,0.206
2026-05-30 13:02:00,0.20745,37.14548,0.42899,0.35851,0.18675,0.2196,0.26204,0.18276
2026-05-30 14:02:00,0.19549,85.73064,0.40036,0.35093,0.16915,0.19035,0.21704,0.16277
2026-05-30 15:02:00,0.20998,33.93884,0.46288,0.42107,0.21625,0.25619,0.30468,0.20137
2026-05-30 16:02:00,0.22347,212.783066,0.47952,0.38676,0.22289,0.27017,0.3158,0.22199
2026-05-30 17:02:00,0.21389,53.08857,0.46171,0.42018,0.19543,0.23681,0.2778,0.19342
2026-05-30 18:02:00,0.1958,87.65864,0.49056,0.412,0.23603,0.28954,0.3489,0.21984
2026-05-30 19:02:00,4.62777,68.64352,11.13119,8.51002,2.76263,2.81044,3.95111,2.98542
2026-05-30 20:02:00,5.34274,73.20952,12.90571,9.32537,2.71194,2.70589,3.92609,3.62064
2026-05-30 21:02:00,4.89727,16.79288,13.34999,9.10233,2.87577,2.81513,4.02672,3.22806
2026-05-30 22:02:00,4.73901,47.18837,11.82686,8.47246,2.47319,2.57419,3.6208,3.02746
2026-05-30 23:02:00,4.92773,49.27331,12.18412,8.58487,2.40435,2.48025,3.69013,3.14799
2026-05-31 00:02:00,5.42741,94.26888,14.71742,9.82086,3.22329,2.83398,4.26721,3.53166
2026-05-31 01:02:00,5.36977,70.88196,14.2852,9.64654,3.12772,2.99838,4.09855,3.48935
2026-05-31 02:02:00,4.93894,138.421951,12.80455,9.35648,2.72692,2.88603,4.05712,3.18762
2026-05-31 03:02:00,6.20278,80.98303,14.78366,10.33887,2.88037,2.90819,4.47011,3.5697
2026-05-31 04:02:00,5.60089,81.42992,12.835,9.23609,2.55019,2.84662,4.20448,3.36239
2026-05-31 05:02:00,6.0738,241.5991,13.86635,9.81323,2.70591,2.79326,4.43366,3.65948
2026-05-31 06:02:00,5.03755,73.28909,12.4649,8.89251,2.62326,2.75292,3.86416,3.27821
2026-05-31 07:02:00,5.27566,170.812408,13.78478,9.48642,2.87618,2.98883,4.22117,3.30698
2026-05-31 08:02:00,5.03868,81.36304,14.67908,9.71513,3.35516,3.33824,4.82287,3.17204
2026-05-31 09:02:00,4.90302,123.752892,12.68032,8.82391,2.67872,2.85369,4.13087,3.16491
2026-05-31 10:02:00,5.40978,79.10632,13.00862,9.15583,2.60715,2.79039,4.10979,3.38127
2026-05-31 11:02:00,5.11489,101.26149,14.49099,9.18501,3.35357,2.65709,4.13346,3.37257
2026-05-31 12:02:00,5.27195,137.36438,12.93983,9.08552,2.58752,2.56501,3.88276,3.34317
2026-05-31 13:02:00,5.63678,135.57312,14.23121,9.64447,3.15347,3.12667,4.45899,3.36054
2026-05-31 14:02:00,5.62404,214.315659,15.07678,10.41876,3.27006,3.19928,4.58502,3.41506
2026-05-31 15:02:00,5.97843,35.792,14.22332,10.17071,2.77321,2.89288,4.24506,3.46384
2026-05-31 16:02:00,0.22683,34.0952,0.45028,0.50056,0.26375,0.29018,0.30966,0.21364
2026-05-31 17:02:00,0.22343,142.817108,0.49802,0.41511,0.2347,0.26896,0.30262,0.21349
2026-05-31 18:02:00,0.35816,104.645958,0.60991,0.57305,0.28647,0.32987,0.37852,0.31099
2026-05-31 19:02:00,0.19249,86.00188,0.44579,0.34229,0.20622,0.23882,0.28179,0.19196
2026-05-31 20:02:00,0.22737,108.594009,0.48673,0.43825,0.21245,0.2381,0.26758,0.20143
2026-05-31 21:02:00,0.22903,198.253555,0.38903,0.33297,0.20397,0.23734,0.26759,0.20838
2026-05-31 22:02:00,0.26013,113.851433,0.48224,0.38733,0.18961,0.23108,0.27362,0.21716
2026-05-31 23:02:00,0.19323,138.393982,0.39623,0.32249,0.18587,0.22798,0.26557,0.18868
2026-06-01 00:02:00,0.22045,65.6772,0.41088,0.34352,0.19536,0.23249,0.27386,0.20188
2026-06-01 01:02:00,0.25645,62.22822,0.45774,0.37372,0.17158,0.21058,0.24924,0.21267
2026-06-01 02:02:00,0.27692,80.06243,0.43652,0.38842,0.21611,0.28554,0.3508,0.25541
