"DateTime","7RV-O","8RV-O","1RV-O","2RV-O","2AX-O","3RV-O","6RV-O","Series 8"
"2025-11-09 02:42:00",4.11222,4.91228,1.34934,1.13562,1.64226,2.08012,3.64708,
"2025-11-09 02:42:00",,,,,1.64226,,,
"2025-11-09 03:42:00",4.16988,5.0266,1.28024,1.17039,1.53921,2.03588,3.67301,
"2025-11-09 04:42:00",4.27003,5.06766,1.34998,1.25184,1.61825,2.16088,3.90044,
"2025-11-09 04:42:00",,,,,1.61825,,,
"2025-11-09 05:42:00",4.1122,5.02451,1.33137,1.20399,1.58185,2.09875,3.48408,
"2025-11-09 05:42:00",4.1122,,,,,,,
"2025-11-09 06:42:00",4.04287,4.7398,1.3065,1.17776,1.54555,1.97903,3.53758,
"2025-11-09 07:42:00",3.9792,4.74824,1.19712,1.1732,1.41949,1.97637,3.53377,
"2025-11-09 08:42:00",4.07992,4.81281,1.31032,1.198,1.5709,1.97166,3.57853,
"2025-11-09 09:42:00",4.23082,5.01309,1.37364,1.28909,1.62408,2.12646,3.65072,
"2025-11-09 10:42:00",4.25128,5.12472,1.29212,1.24564,1.57439,2.09032,3.6266,
"2025-11-09 11:42:00",4.09598,4.84667,1.21713,1.18939,1.50314,2.02477,3.57887,
"2025-11-09 12:42:00",4.22623,5.14038,1.21567,1.2077,1.47026,2.11441,3.82506,
"2025-11-09 13:42:00",4.21579,5.0603,1.31349,1.24322,1.61043,2.16414,3.75441,
"2025-11-09 13:42:00",4.21579,,,,,,,
"2025-11-09 14:42:00",4.15263,5.00606,1.27384,1.17416,1.51547,2.10737,3.75328,
"2025-11-09 15:42:00",4.13342,4.94531,1.26113,1.20521,1.52053,2.05722,3.56339,
"2025-11-09 16:42:00",4.15565,4.99556,,1.22909,1.51342,2.10097,3.65662,
"2025-11-09 17:42:00",4.07135,4.9218,1.32547,1.14414,1.59743,2.02624,3.50119,
"2025-11-09 18:42:00",3.96574,4.58387,1.26596,1.1488,1.51119,2.09149,3.67388,
"2025-11-09 19:42:00",4.06494,4.88694,1.2921,1.19714,1.52933,2.08035,3.64282,
"2025-11-09 20:42:00",4.17289,4.9339,1.25126,1.17796,1.53995,2.00365,3.73019,
"2025-11-09 20:42:00",,,,,,,3.73019,
"2025-11-09 21:42:00",4.11838,4.79649,1.19596,1.12723,1.42385,2.05466,3.55823,
"2025-11-09 22:42:00",4.26045,5.133,1.29501,1.20778,1.52767,2.01664,3.56829,
"2025-11-09 23:42:00",4.10812,5.02688,1.25031,1.11866,1.4826,2.03167,3.46479,
"2025-11-10 00:42:00",3.99287,4.86366,1.2987,1.1231,1.53257,2.00268,3.55645,
"2025-11-10 01:42:00",4.13222,4.96876,1.19388,1.06762,1.45024,2.02348,3.48786,
"2025-11-10 02:42:00",4.11648,4.95043,1.21712,1.1515,1.50069,2.00594,3.74795,
"2025-11-10 03:42:00",4.14925,4.90346,1.2381,1.22559,1.49969,2.04561,3.65754,
"2025-11-10 03:42:00",,,,1.22559,,,,
"2025-11-10 04:42:00",4.20007,5.10741,1.35027,1.226,1.64057,2.13324,3.66513,
"2025-11-10 05:42:00",4.17151,4.98783,1.30954,1.29224,1.60323,2.1342,3.67632,
"2025-11-10 06:42:00",4.27482,5.04445,1.27786,1.26967,1.55233,2.14992,3.76085,
"2025-11-10 07:42:00",4.3093,5.17698,1.304,1.28068,1.59072,2.14971,3.8243,
"2025-11-10 07:42:00",,,,,1.59072,,,
"2025-11-10 08:42:00",4.15888,4.96792,1.28777,1.17483,1.58576,2.11801,3.69305,
"2025-11-10 09:42:00",4.04171,4.7486,1.26113,1.22347,1.5338,2.06146,3.5551,
"2025-11-10 10:42:00",4.1345,4.99391,1.26061,1.23946,1.53886,2.09465,3.54418,
"2025-11-10 11:42:00",4.15631,4.96902,1.26485,1.25594,1.56969,2.11638,3.68417,
"2025-11-10 12:42:00",3.97088,4.80439,1.2167,1.19385,1.4711,2.08512,3.71542,
"2025-11-10 13:42:00",4.07648,4.93678,1.21623,1.19916,1.47158,2.01164,3.67825,
"2025-11-10 14:42:00",3.93451,4.63127,1.21365,1.19188,1.46584,1.99249,3.48586,
"2025-11-10 15:42:00",4.11713,4.8807,1.24038,1.17557,1.44095,1.98277,3.7025,
"2025-11-10 16:42:00",4.00428,4.73299,1.23988,1.19105,1.49826,2.00669,3.48192,
"2025-11-10 16:42:00",,,,1.19105,,,,
"2025-11-10 17:42:00",3.8053,4.50724,1.28204,1.07805,1.49971,1.92064,3.39494,
"2025-11-10 18:42:00",3.80969,4.58888,1.51698,1.02943,1.80924,1.96664,3.37735,
"2025-11-10 19:42:00",4.09615,4.91959,1.5217,1.03693,1.81222,1.98551,3.53174,
"2025-11-10 19:42:00",,,,,,1.98551,,
"2025-11-10 20:42:00",0.23349,0.30721,0.12687,0.0842,0.14875,0.0719,0.14356,
"2025-11-10 21:42:00",0.29822,0.37563,0.12673,0.10084,0.13679,0.07963,0.18743,
"2025-11-10 22:42:00",2.35941,2.8272,0.79785,0.46991,0.94215,1.22554,2.17463,
"2025-11-10 23:42:00",2.68405,3.1312,0.84322,0.5901,0.99393,1.43917,2.45023,
"2025-11-11 00:42:00",2.87642,3.37993,0.90869,0.61009,1.04633,1.53138,2.60569,
"2025-11-11 01:42:00",2.90987,3.46458,0.90188,0.65608,1.06478,1.48289,2.56617,
"2025-11-11 02:42:00",2.86508,3.48693,0.82348,0.66248,0.97321,1.47035,2.4767,
"2025-11-11 03:42:00",2.86234,3.31025,0.90056,0.67185,1.03798,1.5051,2.55201,
"2025-11-11 04:42:00",2.90222,3.48893,0.97717,0.6596,1.12325,1.43602,2.40195,
"2025-11-11 05:42:00",2.77932,3.31511,0.88852,0.65318,1.04565,1.39432,2.27968,
"2025-11-11 06:42:00",2.79187,3.32057,0.85227,0.62535,1.00655,1.36484,2.34276,
"2025-11-11 07:42:00",2.65066,3.12608,0.78194,0.58852,0.94878,1.32166,2.21957,
"2025-11-11 08:42:00",0.14349,0.18222,0.1256,0.09055,0.1375,0.08854,0.14446,
"2025-11-11 09:42:00",0.10997,0.13073,0.09438,0.06892,0.09822,0.08449,0.11684,
"2025-11-11 10:42:00",0.13172,0.16539,0.14058,0.98336,0.588,1.6064,0.08163,
"2025-11-11 11:42:00",0.18228,0.23519,0.12372,0.05753,0.06904,0.16565,0.08965,
"2025-11-11 12:42:00",0.19653,0.25759,0.11584,0.06486,0.06761,0.16352,0.09243,
"2025-11-11 13:42:00",0.17974,0.23148,0.11694,0.06422,0.06523,0.1742,0.09283,
"2025-11-11 14:42:00",0.19751,0.25848,0.12306,0.06488,0.06773,0.16947,0.09327,
"2025-11-11 15:42:00",0.14338,0.1801,0.10893,0.05809,0.05628,0.14866,0.07932,
"2025-11-11 16:42:00",0.17015,0.21892,0.11153,0.06277,0.06618,0.16915,0.09268,
"2025-11-11 17:42:00",0.13664,0.17166,0.10441,0.06273,0.06001,0.35489,0.081,
"2025-11-11 18:42:00",0.12775,0.15456,0.11066,0.05942,0.06477,0.13616,0.07538,
"2025-11-11 19:42:00",0.28308,0.3607,0.11595,0.06604,0.07129,0.1705,0.08484,
"2025-11-11 20:42:00",2.59147,3.09543,0.84677,1.12257,0.60633,2.3711,1.69915,
"2025-11-11 21:42:00",2.75687,3.01772,0.74287,0.96437,0.69012,3.49583,2.01412,
"2025-11-11 22:42:00",3.00138,3.27124,0.86051,1.11562,0.68315,8.83598,2.11127,
"2025-11-11 23:42:00",0.19149,0.22796,0.11095,0.06114,0.06621,0.56096,0.08831,
"2025-11-12 00:42:00",0.16222,0.20553,0.12206,0.06165,0.06371,0.63969,0.09004,
"2025-11-12 01:42:00",3.07285,3.72326,0.83765,0.88148,0.63051,7.64311,1.78645,
"2025-11-12 02:42:00",3.69129,4.087,1.04746,0.87088,0.79467,13.72403,2.657,
"2025-11-12 03:42:00",4.36606,4.85015,1.1453,1.01699,0.86454,12.41653,3.19701,
"2025-11-12 04:42:00",4.31909,4.61835,1.16405,0.95201,0.84814,10.79952,3.24226,
"2025-11-12 05:42:00",4.55119,4.97092,1.1446,0.93439,0.90429,12.16944,3.30945,
"2025-11-12 06:42:00",4.67697,5.08918,1.21215,0.97984,0.95092,13.23864,3.391,
"2025-11-12 07:42:00",4.68409,5.08595,1.25977,0.96095,0.97616,15.56087,3.4097,
"2025-11-12 08:42:00",4.58347,4.98058,1.22028,0.94628,0.95352,14.50176,3.35688,
"2025-11-12 09:42:00",4.84875,5.36426,1.30895,0.98689,0.96785,14.60543,3.50655,
"2025-11-12 10:42:00",4.76666,5.38448,1.34206,0.93452,0.97366,14.08691,3.49544,
"2025-11-12 11:42:00",4.7431,5.21374,1.31229,0.94289,0.9788,14.78493,3.43734,
"2025-11-12 12:42:00",4.62317,5.10081,1.32735,0.7475,1.48186,2.42443,3.38551,
"2025-11-12 13:42:00",5.01886,5.52284,1.39162,0.75664,0.96183,2.45462,3.4888,
"2025-11-12 14:42:00",4.86737,5.53339,1.35633,0.75759,0.96891,2.40999,3.3217,
"2025-11-12 15:42:00",4.81231,5.41708,1.31836,0.75202,0.96878,2.38626,3.21582,
"2025-11-12 16:42:00",4.42171,4.91329,1.29545,0.74208,0.97071,2.36595,3.2276,
"2025-11-12 17:42:00",4.80501,5.49813,1.29066,0.74714,0.96896,2.39536,3.1628,
"2025-11-12 18:42:00",4.51871,5.04893,1.34647,0.73239,0.96889,2.38325,3.23185,
"2025-11-12 19:42:00",4.48742,5.12166,1.30916,0.73529,0.96184,2.3285,3.2204,
"2025-11-12 20:42:00",4.38235,4.7566,1.28066,0.73017,0.98063,2.32832,3.12849,
"2025-11-12 21:42:00",4.54341,4.99004,1.26475,0.7158,0.98267,2.29212,3.26006,
"2025-11-12 22:42:00",4.58228,5.16024,1.29755,0.73338,0.9904,2.35245,3.2424,
"2025-11-12 23:42:00",4.51144,4.95166,1.35928,0.72961,0.96677,2.35851,3.24599,
"2025-11-13 00:42:00",4.54816,5.04633,1.25548,0.72495,1.01117,2.36407,3.17811,
"2025-11-13 01:42:00",4.67926,5.08816,1.29098,0.72964,0.98399,2.3805,3.19623,
"2025-11-13 02:42:00",4.50507,4.90386,1.31906,0.72648,1.03628,2.3151,3.15947,
"2025-11-13 03:42:00",4.58845,4.97719,1.25798,0.72921,1.00917,2.38924,3.23465,
"2025-11-13 04:42:00",4.45684,5.07155,1.26279,0.70569,0.9786,2.32289,3.1733,
"2025-11-13 05:42:00",4.49217,4.96402,1.23368,0.73075,0.97151,2.35885,3.28571,
"2025-11-13 06:42:00",4.60556,5.14265,1.30445,0.72981,0.98017,2.39046,3.1964,
"2025-11-13 07:42:00",4.5075,4.98066,1.19352,0.71639,0.98674,2.24172,3.04143,
"2025-11-13 08:42:00",4.47986,4.99545,1.20069,0.72179,1.0062,2.26394,3.10736,
"2025-11-13 09:42:00",4.31453,4.75245,1.18951,0.73543,0.99786,2.31988,3.22626,
"2025-11-13 10:42:00",4.65477,4.95752,1.21858,0.72325,1.01929,2.35952,3.26625,
"2025-11-13 11:42:00",4.44738,5.01799,1.2141,0.73426,0.96614,2.34912,3.25614,
"2025-11-13 12:42:00",4.68744,5.32188,1.18866,0.72551,0.97869,2.31814,3.23213,
"2025-11-13 13:42:00",4.35936,4.85231,1.21796,0.71923,0.95467,2.31867,3.26397,
"2025-11-13 14:42:00",4.61226,5.23491,1.21337,0.74095,1.02793,2.35068,3.28113,
"2025-11-13 15:42:00",4.60416,5.19062,1.2746,0.72529,0.97478,2.33486,3.14991,
"2025-11-13 16:42:00",4.39529,4.93293,1.25573,0.72371,0.96824,2.27637,3.17388,
"2025-11-13 17:42:00",4.61838,5.05402,1.23542,0.73348,0.99138,2.40033,3.37062,
"2025-11-13 18:42:00",4.50846,4.96702,1.2487,0.75108,0.99529,2.39801,3.19876,
"2025-11-14 16:57:57",4.37308,4.89862,1.2704,0.73715,1.02159,2.31873,3.07986,
"2025-11-14 17:42:00",4.48481,5.02461,1.2555,0.74834,1.01884,2.35133,3.05746,
"2025-11-14 18:42:00",4.38098,4.75124,1.26609,0.7542,1.01465,2.47424,3.26609,
"2025-11-14 19:42:00",4.41365,4.91689,1.28748,0.75259,1.06051,2.40775,3.17781,
"2025-11-14 20:42:00",4.17083,4.42819,1.22672,0.75232,0.99116,2.33844,3.04181,
"2025-11-14 21:42:00",4.33363,4.85437,1.1839,0.74552,0.99937,2.35179,3.17963,
"2025-11-14 22:42:00",4.53482,4.96341,1.23848,0.73991,1.00509,2.38951,3.17993,
"2025-11-14 23:42:00",4.56612,5.07688,1.21313,0.74592,1.04324,2.35192,3.23477,
"2025-11-15 00:42:00",4.49254,4.99231,1.21176,0.7436,0.98548,2.34674,3.18282,
"2025-11-15 01:42:00",4.64248,5.13818,1.25015,0.7537,1.01486,2.33117,3.21408,
"2025-11-15 02:42:00",4.45047,4.92094,1.25875,0.74889,1.00868,2.34251,3.28268,
"2025-11-15 03:42:00",4.52382,4.89622,1.27498,0.74805,1.01709,2.39294,3.29736,
"2025-11-15 04:42:00",4.46991,4.97116,1.21231,0.73893,1.0226,2.39457,3.2971,
"2025-11-15 05:42:00",4.41918,4.91871,1.18525,0.74634,1.0259,2.31898,3.16689,
"2025-11-15 06:42:00",4.59345,5.1505,1.22057,0.72026,0.99066,2.29441,3.13705,
"2025-11-15 07:42:00",4.58869,5.22775,1.24068,0.75231,1.08529,2.38943,3.28258,
"2025-11-15 08:42:00",4.50303,4.875,1.15994,0.73471,0.98815,2.3791,3.09907,
"2025-11-15 09:42:00",4.49704,5.0971,1.15979,0.74102,1.04419,2.27407,3.10805,
"2025-11-15 10:42:00",4.34062,4.90707,1.1455,0.72947,1.00225,2.33371,2.97946,
"2025-11-15 11:42:00",4.40186,4.86296,1.18563,0.75948,1.02203,2.38385,3.07859,
"2025-11-15 12:42:00",4.49854,4.97785,1.2059,0.76641,1.04042,2.39159,3.19442,
"2025-11-15 13:42:00",4.47322,4.95747,1.18482,0.76071,1.01415,2.38698,3.19894,
"2025-11-15 14:42:00",4.34569,4.93153,1.15958,0.76257,1.0175,2.3402,3.13715,
"2025-11-15 15:42:00",4.24344,4.63267,1.29131,0.76443,1.01508,2.37758,3.18345,
"2025-11-15 16:42:00",4.62293,5.20518,1.20878,0.75236,0.98425,2.366,3.10595,
"2025-11-15 18:42:00",4.31512,4.78773,1.24781,0.75808,1.06759,2.37387,3.24035,
"2025-11-15 19:42:00",4.51312,4.98108,1.24767,0.76095,1.01698,2.30852,3.21797,
"2025-11-15 20:42:00",4.38533,4.96941,1.25366,0.75958,1.0126,2.32894,3.10611,
"2025-11-15 21:42:00",4.58131,5.14556,1.26764,0.76377,1.10003,2.31943,3.18043,
"2025-11-15 22:42:00",4.33156,4.71465,1.23353,0.76254,1.03168,2.3765,3.09183,
"2025-11-15 23:42:00",4.28817,4.70028,1.23125,0.75484,1.01416,2.30695,3.11798,
"2025-11-16 00:42:00",4.30779,4.84002,1.21588,0.76673,1.06602,2.30128,3.07422,
"2025-11-16 01:42:00",4.45264,4.91539,,,,2.29512,3.05973,
"2025-11-16 02:42:00",4.43111,4.87649,1.21476,0.75861,1.06784,2.30246,3.18931,
"2025-11-16 03:42:00",4.51067,5.08192,1.26254,0.76902,1.04813,2.32614,3.16896,
"2025-11-16 04:42:00",4.48177,5.10565,1.21117,0.78125,0.97236,2.25202,3.02657,
"2025-11-16 05:42:00",4.52304,4.96157,1.22175,0.76655,0.94811,2.3729,3.23503,
"2025-11-16 06:42:00",4.33534,4.94715,1.13265,0.75716,0.97223,2.21954,3.06326,
"2025-11-16 07:42:00",4.46503,5.0979,1.1532,0.74954,0.96729,2.3,3.17823,
"2025-11-16 08:42:00",4.32362,4.91951,1.1792,0.76921,0.97271,2.28351,3.09493,
"2025-11-16 09:42:00",4.36816,4.83085,1.16614,0.76655,0.96705,2.3032,3.05646,
