DateTime,1RV-O-V,2AX-O-V,2RV-O-V,3RV-O-V,6RV-O-V,7RV-O-V,8RV-O-V
2026-05-16 22:42:00,0.00282,0.01317,0.00276,0.00437,0.00275,0.00392,0.00611
2026-05-16 23:42:00,0.00257,0.01182,0.00245,0.00461,0.00263,0.00392,0.00579
2026-05-17 00:42:00,0.00286,0.01246,0.00273,0.0046,0.0026,0.00413,0.00536
2026-05-17 01:42:00,0.30253,0.30297,0.19346,0.41511,1.07845,0.09102,0.83584
2026-05-17 02:42:00,0.31163,0.26363,0.19262,0.35878,1.13211,0.09732,0.72805
2026-05-17 03:42:00,0.29816,0.19532,0.18612,0.32511,1.12953,0.093,0.88414
2026-05-17 04:42:00,0.28128,0.20597,0.19482,0.30013,1.16926,0.11151,1.15348
2026-05-17 05:42:00,0.27318,0.19468,0.20159,0.31471,1.15501,0.11354,1.18537
2026-05-17 06:42:00,0.27042,0.22023,0.2022,0.61088,1.11782,0.11255,1.1168
2026-05-17 07:42:00,0.27235,0.24078,0.20425,0.60824,1.15835,0.11339,1.21545
2026-05-17 08:42:00,0.27311,0.21993,0.21095,0.65064,1.14336,0.11356,1.13259
2026-05-17 09:42:00,0.27318,0.25751,0.22254,0.65736,1.14678,0.11387,1.21863
2026-05-18 00:19:49,0.27535,0.24522,0.26317,0.76798,1.1069,0.117,1.25144
2026-05-18 01:42:00,0.2712,0.21678,0.26535,0.75374,1.09254,0.11827,1.24136
2026-05-18 02:42:00,0.27395,0.20638,0.26687,0.75349,1.10214,0.11137,1.13745
2026-05-18 03:42:00,0.26933,0.21405,0.26212,0.7681,1.08625,0.11571,1.16223
2026-05-18 04:42:00,0.28187,0.21402,0.28189,0.77871,1.11901,0.11594,1.23083
2026-05-18 05:42:00,0.28076,0.21554,0.27739,0.76801,1.07886,0.11824,1.24719
2026-05-18 06:42:00,0.2797,0.22075,0.26931,0.77865,1.08058,0.12,1.24089
2026-05-18 07:42:00,0.27668,0.21536,0.26054,0.76593,1.10393,0.11575,1.22128
2026-05-18 08:42:00,0.28221,0.21352,0.26465,0.74778,1.08717,0.11149,1.21399
2026-05-18 09:42:00,0.27427,0.35968,0.26794,1.17528,1.76765,0.65498,1.16291
2026-05-18 10:42:00,0.28145,0.37981,0.27172,1.16588,1.72043,0.73726,1.25693
2026-05-18 11:42:00,0.28023,0.3956,0.28435,1.14686,1.67596,0.7429,1.18191
2026-05-18 12:42:00,0.28458,0.39397,0.28949,1.10063,1.57383,0.7742,1.22322
2026-05-18 13:42:00,0.27731,0.39503,0.27846,1.12889,1.57082,0.85753,1.24533
2026-05-18 14:42:00,0.28124,0.39317,0.27422,1.13659,1.50516,0.84624,1.20281
2026-05-18 15:42:00,0.28065,0.39676,0.26977,1.09793,1.49441,0.90127,1.33629
2026-05-18 16:42:00,0.28069,0.41226,0.27348,1.10574,1.47635,0.66469,1.1974
2026-05-18 17:42:00,0.28386,0.4297,0.28647,1.11382,1.50151,0.92343,1.28552
2026-05-18 18:42:00,0.28145,0.4423,0.28615,1.10117,1.46609,0.89679,1.24723
2026-05-18 19:42:00,0.27553,0.43579,0.29268,1.10142,1.4616,0.90898,1.23317
2026-05-18 20:42:00,0.27535,0.42576,0.28884,1.10139,1.42296,0.90484,1.29715
2026-05-18 21:42:00,0.2706,0.42342,0.28671,1.11189,1.40738,0.9147,1.29596
2026-05-18 22:42:00,,0.44936,0.30038,1.10244,1.42332,0.91678,1.33312
2026-05-18 23:42:00,0.27463,0.42864,0.29398,1.11323,1.42999,0.92619,1.3333
2026-05-19 00:42:00,0.28297,0.43412,0.2891,1.11709,1.42563,0.91443,1.33184
2026-05-19 01:42:00,0.28178,0.44165,0.28737,1.07703,1.39935,0.93924,1.29128
2026-05-19 02:42:00,0.28534,0.45499,0.29347,1.11764,1.38802,0.90762,1.22665
2026-05-19 03:42:00,0.28643,0.46565,0.2934,1.10793,1.40605,0.6917,1.21495
2026-05-19 04:42:00,0.28567,0.4523,0.29875,1.10129,1.39641,0.8348,1.29938
2026-05-19 05:42:00,0.28536,0.46809,0.3207,1.10652,1.42351,0.86529,1.25574
2026-05-19 06:42:00,0.28753,0.44,0.31194,1.09326,1.4277,0.76686,1.20795
2026-05-19 07:42:00,0.29123,0.45186,0.30611,1.08459,1.44433,0.89333,1.30619
2026-05-19 08:42:00,0.28395,0.42207,0.28452,1.08328,1.40051,0.88244,1.23142
2026-05-19 09:42:00,0.28357,0.43382,0.29819,1.09961,1.4194,1.07048,1.43632
2026-05-19 10:42:00,0.28401,0.43819,0.30661,1.10804,1.43465,0.90775,1.24722
2026-05-19 11:42:00,0.29556,0.42463,0.30219,1.09039,1.41694,0.87067,1.26312
2026-05-19 12:42:00,0.29211,0.43766,0.31271,1.0822,1.4175,0.8545,1.23259
2026-05-19 13:42:00,0.29659,0.41555,0.31859,1.11364,1.46661,0.88037,1.1882
2026-05-19 14:42:00,0.29958,0.42983,0.32564,1.10363,1.44887,0.85232,1.25471
2026-05-19 15:42:00,0.30778,0.42221,0.3272,1.10297,1.45009,0.8589,1.19802
2026-05-19 16:42:00,0.3148,0.42568,0.32751,1.10722,1.43365,0.85617,1.16497
2026-05-19 17:42:00,0.31046,0.41292,0.30607,1.10326,1.42261,0.92683,1.35647
2026-05-19 18:42:00,0.3079,0.44977,0.32742,1.0813,1.38961,0.91678,1.26773
2026-05-19 19:42:00,0.30251,0.46187,0.33907,1.08167,1.38948,0.91467,1.29977
2026-05-19 20:42:00,0.29237,0.45199,0.34694,1.09808,1.43342,0.91734,1.30975
2026-05-19 21:42:00,0.28402,0.46909,0.3502,1.08196,1.38019,0.96655,1.33209
2026-05-19 22:42:00,0.2848,0.46351,0.34246,1.07,1.38028,0.99253,1.33096
2026-05-19 23:42:00,0.28186,0.46279,0.3279,1.09297,1.39007,1.04028,1.34772
2026-05-20 00:42:00,0.28138,0.48928,0.33528,1.11226,1.36298,1.03572,1.29492
2026-05-20 01:42:00,0.28473,0.46435,0.33402,1.08104,1.37287,0.93164,1.35709
2026-05-20 02:42:00,0.28655,0.48141,0.34293,1.08547,1.36337,0.97405,1.35207
2026-05-20 03:42:00,0.28684,0.49058,0.3523,1.09369,1.39103,0.84876,1.27644
2026-05-20 04:42:00,0.28797,0.47236,0.32659,1.08873,1.33818,0.79959,1.22051
2026-05-20 05:42:00,0.28455,0.50776,0.34901,1.05768,1.35308,0.90552,1.2788
2026-05-20 06:42:00,0.28008,0.47998,0.33833,1.07608,1.34173,0.87039,1.25597
2026-05-20 07:42:00,0.28723,0.4873,0.33974,1.0726,1.35252,0.96909,1.33431
2026-05-20 08:42:00,0.29178,0.47373,0.32501,1.08364,1.35635,1.11794,1.42299
2026-05-20 09:42:00,0.29617,0.46728,0.32084,1.07451,1.37456,1.12548,1.36537
2026-05-20 10:42:00,0.29397,0.42661,0.31682,1.09868,1.40032,1.00158,1.3166
2026-05-20 11:42:00,0.28124,0.38899,0.31578,1.10775,1.44927,1.11115,1.32512
2026-05-20 12:42:00,0.28461,0.3772,0.31742,1.09721,1.4252,1.05476,1.29748
2026-05-20 13:42:00,0.27591,0.36863,0.30466,1.10225,1.46272,0.92142,1.23121
2026-05-20 14:42:00,0.27679,0.37528,0.30495,1.1171,1.43988,1.07296,1.35818
2026-05-20 15:42:00,0.27958,0.38525,0.30919,1.09007,1.40711,1.02093,1.34362
2026-05-20 16:42:00,0.27979,0.41452,0.32116,1.11652,1.42936,1.29227,1.47591
2026-05-20 17:42:00,0.28009,0.40673,0.31721,1.10529,1.42562,1.0257,1.24956
2026-05-20 18:42:00,0.28216,0.41518,0.32719,1.10051,1.40919,1.05726,1.34426
