DateTime,Part-Name,acceleration,temperature,vibration,Part-T,Part-V,Part-O
2026-04-19 17:42:00,1RV-O,0.28898,0.28898,0.28898,0.28898,0.28898,0.28898
2026-04-19 17:42:00,2AX-O,0.04903,0.04903,0.04903,0.04903,0.04903,0.04903
2026-04-19 17:42:00,2RV-O,0.42192,0.42192,0.42192,0.42192,0.42192,0.42192
2026-04-19 17:42:00,3RV-O,0.44008,0.44008,0.44008,0.44008,0.44008,0.44008
2026-04-19 17:42:00,6RV-O,0.33845,0.33845,0.33845,0.33845,0.33845,0.33845
2026-04-19 17:42:00,7RV-O,0.77905,0.77905,0.77905,0.77905,0.77905,0.77905
2026-04-19 17:42:00,8RV-O,1.2833,1.2833,1.2833,1.2833,1.2833,1.2833
2026-04-19 18:42:00,1RV-O,0.29271,0.29271,0.29271,0.29271,0.29271,0.29271
2026-04-19 18:42:00,2AX-O,0.04134,0.04134,0.04134,0.04134,0.04134,0.04134
2026-04-19 18:42:00,2RV-O,0.40593,0.40593,0.40593,0.40593,0.40593,0.40593
2026-04-19 18:42:00,3RV-O,0.41274,0.41274,0.41274,0.41274,0.41274,0.41274
2026-04-19 18:42:00,6RV-O,0.31372,0.31372,0.31372,0.31372,0.31372,0.31372
2026-04-19 18:42:00,7RV-O,0.72767,0.72767,0.72767,0.72767,0.72767,0.72767
2026-04-19 18:42:00,8RV-O,1.20977,1.20977,1.20977,1.20977,1.20977,1.20977
2026-04-19 19:42:00,1RV-O,0.29428,0.29428,0.29428,0.29428,0.29428,0.29428
2026-04-19 19:42:00,2AX-O,0.04888,0.04888,0.04888,0.04888,0.04888,0.04888
2026-04-19 19:42:00,2RV-O,0.43973,0.43973,0.43973,0.43973,0.43973,0.43973
2026-04-19 19:42:00,3RV-O,0.43077,0.43077,0.43077,0.43077,0.43077,0.43077
2026-04-19 19:42:00,6RV-O,0.34097,0.34097,0.34097,0.34097,0.34097,0.34097
2026-04-19 19:42:00,7RV-O,0.79057,0.79057,0.79057,0.79057,0.79057,0.79057
2026-04-19 19:42:00,8RV-O,1.28293,1.28293,1.28293,1.28293,1.28293,1.28293
2026-04-19 20:42:00,1RV-O,0.29468,0.29468,0.29468,0.29468,0.29468,0.29468
2026-04-19 20:42:00,2AX-O,0.03972,0.03972,0.03972,0.03972,0.03972,0.03972
2026-04-19 20:42:00,2RV-O,0.395,0.395,0.395,0.395,0.395,0.395
2026-04-19 20:42:00,3RV-O,0.42454,0.42454,0.42454,0.42454,0.42454,0.42454
2026-04-19 20:42:00,6RV-O,0.31984,0.31984,0.31984,0.31984,0.31984,0.31984
2026-04-19 20:42:00,7RV-O,0.70786,0.70786,0.70786,0.70786,0.70786,0.70786
2026-04-19 20:42:00,8RV-O,1.13361,1.13361,1.13361,1.13361,1.13361,1.13361
2026-04-19 21:42:00,1RV-O,0.2935,0.2935,0.2935,0.2935,0.2935,0.2935
2026-04-19 21:42:00,2AX-O,0.04669,0.04669,0.04669,0.04669,0.04669,0.04669
2026-04-19 21:42:00,2RV-O,0.4105,0.4105,0.4105,0.4105,0.4105,0.4105
2026-04-19 21:42:00,3RV-O,0.42417,0.42417,0.42417,0.42417,0.42417,0.42417
2026-04-19 21:42:00,6RV-O,0.32861,0.32861,0.32861,0.32861,0.32861,0.32861
2026-04-19 21:42:00,7RV-O,0.79362,0.79362,0.79362,0.79362,0.79362,0.79362
2026-04-19 21:42:00,8RV-O,1.33203,1.33203,1.33203,1.33203,1.33203,1.33203
2026-04-19 22:42:00,1RV-O,0.2974,0.2974,0.2974,0.2974,0.2974,0.2974
2026-04-19 22:42:00,2AX-O,0.04229,0.04229,0.04229,0.04229,0.04229,0.04229
2026-04-19 22:42:00,2RV-O,0.39266,0.39266,0.39266,0.39266,0.39266,0.39266
2026-04-19 22:42:00,3RV-O,0.41851,0.41851,0.41851,0.41851,0.41851,0.41851
2026-04-19 22:42:00,6RV-O,0.31059,0.31059,0.31059,0.31059,0.31059,0.31059
2026-04-19 22:42:00,7RV-O,0.69431,0.69431,0.69431,0.69431,0.69431,0.69431
2026-04-19 22:42:00,8RV-O,1.18133,1.18133,1.18133,1.18133,1.18133,1.18133
2026-04-19 23:42:00,1RV-O,0.30093,0.30093,0.30093,0.30093,0.30093,0.30093
2026-04-19 23:42:00,2AX-O,0.04867,0.04867,0.04867,0.04867,0.04867,0.04867
2026-04-19 23:42:00,2RV-O,0.42313,0.42313,0.42313,0.42313,0.42313,0.42313
2026-04-19 23:42:00,3RV-O,0.44473,0.44473,0.44473,0.44473,0.44473,0.44473
2026-04-19 23:42:00,6RV-O,0.33071,0.33071,0.33071,0.33071,0.33071,0.33071
2026-04-19 23:42:00,7RV-O,0.82285,0.82285,0.82285,0.82285,0.82285,0.82285
2026-04-19 23:42:00,8RV-O,1.37876,1.37876,1.37876,1.37876,1.37876,1.37876
2026-04-20 00:42:00,1RV-O,0.29669,0.29669,0.29669,0.29669,0.29669,0.29669
2026-04-20 00:42:00,2AX-O,0.04539,0.04539,0.04539,0.04539,0.04539,0.04539
2026-04-20 00:42:00,2RV-O,0.39984,0.39984,0.39984,0.39984,0.39984,0.39984
2026-04-20 00:42:00,3RV-O,0.4145,0.4145,0.4145,0.4145,0.4145,0.4145
2026-04-20 00:42:00,6RV-O,0.30483,0.30483,0.30483,0.30483,0.30483,0.30483
2026-04-20 00:42:00,7RV-O,0.75063,0.75063,0.75063,0.75063,0.75063,0.75063
2026-04-20 00:42:00,8RV-O,1.2739,1.2739,1.2739,1.2739,1.2739,1.2739
2026-04-20 01:42:00,1RV-O,0.30247,0.30247,0.30247,0.30247,0.30247,0.30247
2026-04-20 01:42:00,2AX-O,0.04464,0.04464,0.04464,0.04464,0.04464,0.04464
2026-04-20 01:42:00,2RV-O,0.40835,0.40835,0.40835,0.40835,0.40835,0.40835
2026-04-20 01:42:00,3RV-O,0.41396,0.41396,0.41396,0.41396,0.41396,0.41396
2026-04-20 01:42:00,6RV-O,0.30965,0.30965,0.30965,0.30965,0.30965,0.30965
2026-04-20 01:42:00,7RV-O,0.71682,0.71682,0.71682,0.71682,0.71682,0.71682
2026-04-20 01:42:00,8RV-O,1.20424,1.20424,1.20424,1.20424,1.20424,1.20424
2026-04-20 02:42:00,1RV-O,0.307,0.307,0.307,0.307,0.307,0.307
2026-04-20 02:42:00,2AX-O,0.04446,0.04446,0.04446,0.04446,0.04446,0.04446
2026-04-20 02:42:00,2RV-O,0.41731,0.41731,0.41731,0.41731,0.41731,0.41731
2026-04-20 02:42:00,3RV-O,0.43276,0.43276,0.43276,0.43276,0.43276,0.43276
2026-04-20 02:42:00,6RV-O,0.32842,0.32842,0.32842,0.32842,0.32842,0.32842
2026-04-20 02:42:00,7RV-O,0.77903,0.77903,0.77903,0.77903,0.77903,0.77903
2026-04-20 02:42:00,8RV-O,1.32129,1.32129,1.32129,1.32129,1.32129,1.32129
2026-04-20 03:42:00,1RV-O,0.30486,0.30486,0.30486,0.30486,0.30486,0.30486
2026-04-20 03:42:00,2AX-O,0.04778,0.04778,0.04778,0.04778,0.04778,0.04778
2026-04-20 03:42:00,2RV-O,0.43679,0.43679,0.43679,0.43679,0.43679,0.43679
2026-04-20 03:42:00,3RV-O,0.43363,0.43363,0.43363,0.43363,0.43363,0.43363
2026-04-20 03:42:00,6RV-O,0.31852,0.31852,0.31852,0.31852,0.31852,0.31852
2026-04-20 03:42:00,7RV-O,0.78701,0.78701,0.78701,0.78701,0.78701,0.78701
2026-04-20 03:42:00,8RV-O,1.33853,1.33853,1.33853,1.33853,1.33853,1.33853
2026-04-20 04:42:00,1RV-O,0.30447,0.30447,0.30447,0.30447,0.30447,0.30447
2026-04-20 04:42:00,2AX-O,0.0441,0.0441,0.0441,0.0441,0.0441,0.0441
