DateTime,1RV-V,2RH-V,3RV-V,6RV-V,7RH-V,8RH-V
2026-03-10 16:20:00,0.94462,1.13629,0.6901,1.06358,7.10453,5.14848
2026-03-10 17:20:00,1.00176,1.19542,0.53006,1.09523,6.97176,5.48278
2026-03-10 18:20:00,0.94802,1.26213,0.56627,1.04934,7.45687,5.53476
2026-03-10 19:20:00,1.01214,1.24121,0.57243,1.10841,7.13917,5.45828
2026-03-10 20:20:00,0.97414,1.28207,0.87127,1.08364,7.27516,5.82125
2026-03-10 21:20:00,0.9675,1.28021,0.90735,1.096,7.26193,5.55198
2026-03-10 22:20:00,0.88304,1.24395,0.61519,1.06923,7.39194,5.16252
2026-03-10 23:20:00,1.081,1.2639,0.52685,1.08048,7.15497,5.5664
2026-03-11 00:20:00,1.03764,1.30117,0.72847,1.07758,7.1882,5.94198
2026-03-11 01:20:00,1.02131,1.2533,0.66754,1.05998,7.47161,5.73613
2026-03-11 02:20:00,1.00064,1.20649,0.8687,1.08512,7.71414,5.59222
2026-03-11 03:20:00,0.94844,1.15828,0.70988,1.05082,7.63675,5.39139
2026-03-11 04:20:00,0.96314,1.13591,0.82083,1.06101,7.37312,5.26205
2026-03-11 05:20:00,0.93033,1.13868,0.61932,1.07362,7.61984,5.36471
2026-03-11 06:20:00,0.8835,1.11533,0.57807,1.08329,7.67902,5.39407
2026-03-11 07:20:00,0.93903,1.17905,0.59049,1.07553,7.82342,5.81572
2026-03-11 08:20:00,0.93503,1.11814,0.54872,1.05774,7.73468,5.28289
2026-03-11 09:20:00,0.98591,1.10511,0.96041,1.05083,7.51518,5.4913
2026-03-11 10:20:00,1.07172,1.05074,0.56432,1.07605,7.40886,5.43071
2026-03-11 11:20:00,1.03014,1.06133,0.55727,1.07568,7.22098,5.88873
2026-03-11 12:20:00,1.03258,0.98741,0.62716,1.10905,7.34513,5.70902
2026-03-11 13:20:00,1.07157,1.05385,0.66435,1.06892,7.3563,5.46185
2026-03-11 14:20:00,1.07387,1.16811,0.70464,1.11074,7.11907,5.96339
2026-03-11 15:20:00,2.6907,1.06712,0.66106,1.10192,7.3021,6.12161
2026-03-11 16:20:00,1.07046,1.05229,0.67533,1.07809,7.10375,5.64546
2026-03-11 17:20:00,1.01746,1.14895,0.60205,1.12057,6.85175,6.03497
2026-03-11 18:20:00,1.08561,1.14379,0.71685,1.1088,7.27584,5.8491
2026-03-11 19:20:00,1.06535,1.26753,0.61175,1.0829,7.33415,6.07073
2026-03-11 20:20:00,1.26868,1.24404,0.64821,1.08525,7.43775,5.85796
2026-03-11 21:20:00,1.40506,1.23393,1.16928,1.0782,7.38134,5.60784
2026-03-11 22:20:00,1.42239,1.24728,0.94886,1.09315,7.42268,5.49581
2026-03-11 23:20:00,0.99008,1.20091,0.57216,1.08828,7.58862,5.51429
2026-03-12 00:20:00,1.03854,1.25879,0.57322,1.06059,7.36871,5.78014
2026-03-12 01:20:00,1.05769,1.22337,0.58705,1.05313,7.40093,5.47426
2026-03-12 02:20:00,1.34411,1.18396,0.7179,1.09131,7.56517,5.37346
2026-03-12 03:20:00,1.04026,1.14004,0.51887,1.0367,7.33585,5.36684
2026-03-12 04:20:00,0.97406,1.14746,0.54687,1.06781,7.58022,5.34383
2026-03-12 05:20:00,1.02682,1.14895,0.52588,1.08574,7.39891,5.65814
2026-03-12 06:20:00,1.04611,1.16044,0.63914,1.08265,7.4956,5.7893
2026-03-12 07:20:00,1.06738,1.11453,0.63249,1.10991,7.80659,5.68558
2026-03-12 08:20:00,1.03163,1.0805,0.56277,1.10379,7.55966,5.56573
2026-03-12 09:48:46,0.89732,1.07175,0.5281,1.08358,8.43196,5.24854
2026-03-12 10:20:00,0.95087,0.98758,1.0004,1.04697,7.62438,5.18287
2026-03-12 11:20:00,1.0122,1.05179,0.75632,1.08279,7.03804,5.55549
2026-03-12 11:47:11,1.21154,1.18011,0.81242,1.132,7.21053,6.15699
2026-03-12 12:03:57,1.04205,1.12905,0.56383,1.11991,7.32842,5.55216
2026-03-12 13:20:00,0.96486,1.11136,0.61802,1.09186,6.89702,5.34786
2026-03-12 14:20:00,1.03986,1.18734,0.67597,1.08767,6.95409,5.60867
2026-03-12 15:20:00,0.99567,1.16889,1.0285,1.07388,6.66303,5.4783
2026-03-12 16:20:00,1.09788,1.17152,0.63818,1.10512,6.71323,5.88422
2026-03-12 17:20:00,1.06001,1.15824,0.88766,1.09107,6.69804,5.5715
2026-03-12 18:20:00,1.02752,1.16034,0.53886,1.08424,6.86811,5.63893
2026-03-12 19:20:00,0.97618,1.12587,0.52387,1.10052,7.00649,5.55968
2026-03-12 20:20:00,0.94962,1.11127,0.61794,1.08649,7.02307,5.35573
2026-03-12 21:20:00,1.01701,1.09308,0.60718,1.09054,6.9468,5.54152
2026-03-12 22:20:00,1.02552,1.02003,0.577,1.10227,7.08596,5.40443
2026-03-12 23:20:00,1.02783,1.05329,0.57558,1.08155,6.8076,5.7955
2026-03-13 00:20:00,1.06727,1.16256,0.62539,1.11587,6.9862,6.0984
2026-03-13 01:20:00,1.00482,1.09957,0.60881,1.0933,7.23197,5.50189
2026-03-13 02:20:00,1.00396,1.02322,0.56429,1.08359,6.90621,5.50164
2026-03-13 03:20:00,1.14394,1.02946,0.64208,1.06727,6.84189,5.44527
2026-03-13 04:20:00,0.98098,1.03593,0.75058,1.08293,7.02665,5.56401
2026-03-13 05:20:00,1.09265,1.08229,0.60304,1.13462,7.12957,5.62272
2026-03-13 06:20:00,1.09659,1.08588,1.55404,1.09779,6.99936,5.83285
2026-03-13 07:20:00,1.14964,1.04552,0.70725,1.13983,6.91959,5.72924
2026-03-13 08:20:00,1.1057,1.05469,0.78405,1.10006,7.05089,5.7809
2026-03-13 09:20:00,1.02809,1.08508,0.58273,1.11111,7.07504,6.04792
2026-03-13 09:58:22,1.17171,1.09453,0.88452,1.13886,7.03909,5.79886
2026-03-13 10:20:00,1.11911,0.9786,0.61258,1.11595,6.86962,5.43927
2026-03-13 11:20:00,1.09803,0.92724,0.59227,1.1258,6.68859,5.44946
2026-03-13 12:20:00,1.10292,1.04306,0.67345,1.12776,6.58523,5.84068
2026-03-13 13:20:00,1.18192,1.07155,0.63434,1.12934,6.64019,6.05816
2026-03-13 14:20:00,1.06727,1.00414,0.59498,1.10986,6.90152,5.56007
2026-03-13 15:20:00,0.97816,0.89632,0.53364,1.06147,6.65511,5.00528
2026-03-13 16:20:00,1.19224,1.03129,0.89153,1.09538,6.87794,6.00845
2026-03-13 17:20:00,1.18942,1.02215,0.61912,1.10603,6.90376,5.54109
2026-03-13 18:20:00,1.13127,1.07548,0.67151,1.12794,6.729,5.82145
2026-03-13 19:20:00,1.08229,1.01537,0.57651,1.10142,6.74843,5.32445
2026-03-13 20:20:00,1.08561,1.06461,0.58043,1.11601,7.3056,5.64677
2026-03-13 21:20:00,1.0546,1.05254,0.58843,1.10798,7.19822,5.37096
2026-03-13 22:20:00,1.07473,1.07364,0.55475,1.09922,7.02943,5.13019
2026-03-13 23:20:00,1.00691,1.07524,0.58721,1.09804,7.00757,5.23667
2026-03-14 00:20:00,1.02764,0.99277,0.53095,1.08773,6.83189,5.15307
2026-03-14 01:20:00,0.99875,1.02313,0.55664,1.10131,7.22812,5.20959
2026-03-14 02:20:00,1.12909,1.05582,0.89555,1.11493,6.97736,5.45328
2026-03-14 03:20:00,1.07144,1.06107,0.63633,1.11143,6.91091,5.64676
2026-03-14 04:20:00,1.07574,1.05825,0.55048,1.11764,6.96211,5.85732
2026-03-14 05:20:00,1.02328,1.03682,1.03764,1.12573,6.83778,5.52929
2026-03-14 06:20:00,1.00927,1.03415,0.58076,1.12357,7.1797,5.29816
2026-03-14 07:20:00,1.03398,0.98079,0.65479,1.10079,6.88928,5.46828
2026-03-14 08:20:00,1.06235,1.07128,0.58576,1.08619,7.11448,5.79346
2026-03-14 09:20:00,1.11501,1.11629,0.62959,1.14037,7.02768,6.19315
2026-03-14 10:20:00,1.0321,1.04544,0.69584,1.09949,7.04042,5.52118
2026-03-14 11:20:00,1.04869,1.04264,0.65306,1.13805,7.05919,5.38134
2026-03-14 12:20:00,1.1233,1.07365,0.71294,1.14161,6.8268,5.722
2026-03-14 13:20:00,1.03511,1.07242,0.63386,1.12357,7.0956,5.64749
2026-03-14 14:20:00,1.03824,1.10628,0.56707,1.1535,6.73147,5.63239
2026-03-14 15:20:00,1.07601,1.14252,0.62996,1.14461,6.62333,5.88442
2026-03-14 16:20:00,0.9973,1.03844,0.78578,1.11356,6.72013,5.32968
2026-03-14 17:20:00,1.10215,1.13811,0.78391,1.1456,6.80472,5.7563
2026-03-14 18:20:00,1.10476,1.09632,0.57278,1.09729,6.98144,5.32762
2026-03-14 19:20:00,1.11984,1.21777,0.61854,1.13169,7.04506,5.82091
2026-03-14 20:20:00,1.01606,1.21258,0.58638,1.12039,6.87002,5.5477
2026-03-14 21:20:00,1.02063,1.16413,0.57418,1.0808,6.87606,5.37186
2026-03-14 22:20:00,1.02915,1.16096,0.69347,1.10283,6.78347,5.2657
2026-03-14 23:20:00,1.10096,1.18045,0.54263,1.102,6.93212,5.50227
2026-03-15 00:20:00,1.12345,1.11784,1.08981,1.14914,6.9973,5.4281
2026-03-15 01:20:00,1.03658,1.07723,0.80562,1.14013,6.76999,5.29788
2026-03-15 02:20:00,1.10006,1.09058,0.54959,1.12952,7.11803,5.21335
2026-03-15 03:20:00,1.02882,1.06515,0.61029,1.11339,6.77338,5.08602
2026-03-15 04:20:00,1.02276,1.10959,0.51685,1.10852,6.89133,5.17233
2026-03-15 05:20:00,1.10667,1.22261,0.62212,1.10859,7.0462,5.68289
2026-03-15 06:20:00,1.09676,1.16659,0.63105,1.10134,7.18153,5.46164
2026-03-15 07:20:00,1.1316,1.14914,0.5678,1.10793,7.27273,5.3712
2026-03-15 08:20:00,1.10299,1.16078,0.61331,1.12635,7.37661,5.28159
2026-03-15 09:20:00,1.07456,1.17086,0.58679,1.12517,7.39796,5.8816
2026-03-15 10:20:00,0.97502,1.003,0.53198,1.06124,7.03559,5.39466
2026-03-15 11:20:00,1.10182,1.07957,0.63502,1.08752,6.5925,5.38994
2026-03-15 12:20:00,1.0756,1.0588,0.86458,1.08758,6.63089,4.97096
2026-03-15 13:20:00,1.13511,1.13722,0.56395,1.10561,6.5848,5.59541
2026-03-15 14:20:00,1.20805,1.0274,0.57762,1.08315,6.95204,5.25327
2026-03-15 15:20:00,1.14259,1.10066,0.52978,1.09432,6.56227,5.53042
2026-03-15 16:20:00,1.26706,1.07841,0.67433,1.07527,7.23115,5.55972
2026-03-15 17:20:00,1.11686,1.05013,0.51791,1.09233,6.83778,5.26677
2026-03-15 18:20:00,1.26634,1.11082,0.55824,1.08857,7.31692,5.42947
2026-03-15 19:20:00,1.18247,1.11017,0.57653,1.07877,6.75802,5.45272
2026-03-15 20:20:00,1.12715,1.27302,0.58368,1.1315,7.10014,6.06253
2026-03-15 21:20:00,1.09192,1.10037,0.67587,1.10642,6.91285,5.12122
2026-03-15 22:20:00,1.1434,1.2104,0.54078,1.08002,7.08302,5.63841
2026-03-15 23:20:00,1.17864,1.20529,0.56604,1.06837,7.22415,5.56707
2026-03-16 00:20:00,1.14311,1.11742,0.52116,1.09943,7.29907,5.25907
2026-03-16 01:20:00,1.05716,1.15665,0.51394,1.08832,7.39174,5.44563
2026-03-16 02:20:00,1.05043,1.09327,0.52665,1.08072,7.49267,5.10512
2026-03-16 03:20:00,1.18104,1.17983,0.81903,1.11475,7.14355,5.59444
2026-03-16 04:20:00,1.18668,1.14838,0.68306,1.08704,7.65568,5.36636
2026-03-16 05:20:00,1.12599,1.14929,0.87751,1.11019,7.30063,5.32532
2026-03-16 06:20:00,1.11329,1.104,0.57145,1.10434,7.64735,5.27569
2026-03-16 07:20:00,1.2532,1.17512,0.55141,1.12455,7.4892,5.93487
2026-03-16 08:20:00,1.11172,1.17978,0.63332,1.12888,7.23628,5.76885
2026-03-16 09:20:00,1.21107,1.05966,0.54219,1.09109,7.12595,5.24473
2026-03-16 10:20:00,1.10803,1.02954,0.54984,1.08962,6.84071,5.30478
2026-03-16 10:39:30,1.26179,1.17228,0.73522,1.16903,7.30989,6.01432
2026-03-16 11:20:00,1.17039,1.14338,0.59226,1.13244,6.56237,5.23269
2026-03-16 12:20:00,1.2776,1.19412,0.57796,1.10706,6.52241,5.42564
2026-03-16 13:20:00,1.18924,1.23548,0.58825,1.07404,6.8754,5.41897
2026-03-16 14:03:24,1.97628,1.24685,0.56155,1.14589,6.51312,5.57242
2026-03-16 15:20:00,1.14867,1.25312,0.55053,1.10167,6.84258,5.40932
2026-03-16 16:20:00,1.25937,1.14816,0.61675,1.09621,6.82554,5.26917
2026-03-16 17:20:00,1.1911,1.1632,0.59017,1.11338,6.60876,5.62611
2026-03-16 18:20:00,1.16496,1.08881,1.0213,1.10553,6.62436,5.26024
2026-03-16 19:20:00,1.18623,1.11542,0.51621,1.09858,7.36468,5.24438
2026-03-16 20:20:00,1.19331,1.13956,0.55298,1.12243,6.69671,5.19397
2026-03-16 21:20:00,1.0566,1.09567,0.80869,1.06158,6.85629,4.86975
2026-03-16 22:20:00,1.18713,1.23327,0.62426,1.10267,6.93244,5.55166
2026-03-16 23:20:00,1.33788,1.21058,0.5499,1.09273,7.00659,5.40632
2026-03-17 00:20:00,1.26767,1.22801,0.56309,1.06847,7.27363,5.31146
2026-03-17 01:20:00,1.34975,1.25475,0.55986,1.08203,7.26802,5.35977
2026-03-17 02:20:00,1.2652,1.27234,0.56516,1.10688,7.5064,5.49843
2026-03-17 03:20:00,1.21826,1.15695,0.5697,1.09789,7.90609,5.27701
2026-03-17 04:20:00,1.17571,1.18029,0.55904,1.08525,7.81136,5.09119
2026-03-17 05:20:00,1.23585,1.27355,0.72687,1.13218,7.73809,5.7142
2026-03-17 06:20:00,1.31867,1.27424,0.63145,1.13577,7.87305,5.68773
2026-03-17 07:20:00,1.26297,1.20409,0.55315,1.14191,7.56077,5.23668
2026-03-17 08:20:00,1.20515,1.27968,0.63275,1.11494,7.12011,5.753
2026-03-17 09:20:00,1.15886,1.20419,0.60184,1.13832,7.34865,5.54774
2026-03-17 10:20:00,1.13817,1.05681,0.53934,1.10673,6.89677,5.25945
2026-03-17 11:20:00,1.17219,1.22934,0.69658,1.124,7.01043,6.05774
2026-03-17 12:11:27,1.27774,1.20494,0.57871,1.10422,6.82426,5.68489
2026-03-17 13:20:00,1.15304,1.16485,0.66867,1.1411,6.85609,6.04058
2026-03-17 14:20:00,1.13171,1.04838,0.50737,1.09026,6.73536,5.48804
2026-03-17 15:20:00,1.25145,1.11181,0.56501,1.10777,6.98345,5.52452
2026-03-17 16:20:00,1.24667,1.21424,0.55351,1.10716,7.05411,5.76512
2026-03-17 17:20:00,1.15748,1.08914,0.60709,1.087,6.61549,5.55373
2026-03-17 18:20:00,1.08522,1.05513,0.52703,1.07973,6.66654,5.15159
2026-03-17 19:20:00,1.19396,0.99899,0.58958,1.08475,6.90558,4.91905
2026-03-17 20:20:00,1.05397,1.01872,0.68795,1.08143,6.88971,5.20488
2026-03-17 21:20:00,1.04994,1.1256,0.65803,1.10427,7.19933,5.30156
2026-03-17 22:20:00,1.23593,1.18624,0.93371,1.09227,6.98592,5.57044
2026-03-17 23:20:00,1.41866,1.19944,0.61606,1.10286,7.29432,5.59915
2026-03-17 23:55:26,1.33752,1.21242,0.57458,1.10111,8.10572,5.56618
2026-03-18 00:20:00,1.3105,1.13456,0.60695,1.09685,7.44748,5.4309
2026-03-18 01:20:00,1.2455,1.04277,0.56907,1.0826,7.36492,5.34552
2026-03-18 02:20:00,1.36158,1.14068,0.6252,1.09948,7.40074,5.31979
2026-03-18 03:20:00,1.38108,1.21344,0.6674,1.12285,7.4583,5.76668
2026-03-18 04:20:00,1.33099,1.23403,0.62761,1.1027,7.86331,6.03311
2026-03-18 05:20:00,1.24718,1.22248,0.63669,1.1072,7.43377,5.49579
2026-03-18 06:20:00,1.28522,1.21558,0.56881,1.11043,7.57544,5.70449
2026-03-18 07:20:00,1.21598,1.14491,0.54813,1.08651,7.59423,5.31569
2026-03-18 08:20:00,1.25399,1.20958,0.63956,1.11671,7.61021,5.86166
2026-03-18 09:20:00,1.25933,1.13046,0.61901,1.13923,7.12231,5.91632
2026-03-18 10:20:00,1.6549,1.09484,0.78496,1.10057,8.51758,5.04198
2026-03-18 10:29:26,1.33479,1.13767,0.82643,1.09481,6.75724,5.28166
2026-03-18 11:20:00,1.60527,1.37055,0.66535,1.08986,6.75044,5.3635
2026-03-18 12:20:00,1.98681,1.48031,9.49871,1.0935,6.57166,5.17529
2026-03-18 13:20:00,1.21223,1.48109,0.83538,1.06807,6.51928,5.11049
2026-03-18 14:07:01,1.47954,1.45635,0.86997,1.12256,6.72467,5.58599
2026-03-18 14:11:54,1.36853,1.48599,0.75365,1.11384,7.10974,5.49044
2026-03-18 14:13:50,1.39561,1.45337,0.85169,1.08524,6.69224,5.3824
2026-03-18 14:22:18,1.42764,1.46186,0.69132,1.10558,6.89592,5.54518
2026-03-18 14:32:52,1.41753,1.40765,3.03466,1.09007,6.87725,5.56342
